Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);9.66;3.54;63.81;248.66;201.44;3042.39;13.33;48.46;23.05;5.35;20.30;33.65;9.19;65.66;
10 (s);9.65;3.54;62.99;252.22;203.23;3042.48;13.29;48.44;23.07;5.33;20.31;33.60;9.16;65.75;
15 (s);9.64;3.53;61.91;252.28;203.55;3042.49;13.26;48.44;23.07;5.31;20.31;33.58;9.14;65.51;
20 (s);9.63;3.53;60.64;252.83;202.45;3042.49;13.24;48.46;23.06;5.29;20.31;33.52;9.12;65.63;
25 (s);9.62;3.53;60.16;252.53;204.57;3042.48;13.20;48.49;23.07;5.27;20.31;33.46;9.11;65.55;
30 (s);9.61;3.53;58.96;252.37;203.66;3042.43;13.17;48.49;23.07;5.25;20.32;33.41;9.09;65.69;
35 (s);9.60;3.52;58.97;252.55;203.64;3042.45;13.15;48.49;23.07;5.23;20.33;33.37;9.08;65.49;
40 (s);9.60;3.52;58.25;252.29;202.19;3042.53;13.13;48.49;23.07;5.21;20.34;33.34;9.06;65.49;
45 (s);9.59;3.52;57.87;252.97;200.63;3042.48;13.11;48.49;23.07;5.19;20.36;33.32;9.05;65.39;
50 (s);9.59;3.52;57.27;253.76;204.21;3042.45;13.08;48.48;23.09;5.18;20.37;33.30;9.03;65.43;
55 (s);9.58;3.51;56.15;252.25;202.09;3042.44;13.06;48.47;23.08;5.15;20.36;33.26;9.02;65.36;
60 (s);9.58;3.51;55.30;252.07;203.53;3042.48;13.03;48.46;23.11;5.12;20.35;33.25;9.00;65.51;
65 (s);9.57;3.51;54.36;253.66;205.56;3042.46;13.01;48.47;23.11;5.11;20.34;33.24;8.99;65.45;
70 (s);9.57;3.51;52.89;253.07;203.04;3042.46;12.99;48.50;23.12;5.08;20.34;33.22;8.97;65.33;
75 (s);9.56;3.50;52.89;253.25;204.69;3042.45;12.96;48.50;23.10;5.06;20.36;33.19;8.95;65.47;
80 (s);9.56;3.50;52.16;252.92;203.36;3042.32;12.94;48.50;23.09;5.03;20.38;33.17;8.94;65.27;
85 (s);9.56;3.50;51.77;253.67;202.83;3042.45;12.91;48.53;23.10;5.01;20.38;33.14;8.92;65.38;
90 (s);9.55;3.50;51.17;252.65;205.00;3042.41;12.89;48.54;23.11;5.00;20.37;33.11;8.91;65.38;
95 (s);9.55;3.49;50.46;252.82;203.12;3042.30;12.87;48.53;23.10;4.98;20.36;33.08;8.89;65.41;
100 (s);9.55;3.49;49.99;253.19;204.69;3042.46;12.84;48.52;23.10;4.96;20.35;33.07;8.88;65.23;
105 (s);9.55;3.49;49.52;252.33;203.01;3042.43;12.82;48.53;23.11;4.93;20.35;33.06;8.87;65.21;
110 (s);9.55;3.48;48.78;252.62;202.78;3042.27;12.80;48.57;23.08;4.91;20.35;33.06;8.85;65.37;
115 (s);9.54;3.48;48.79;254.20;204.63;3042.47;12.78;48.58;23.09;4.88;20.36;33.05;8.84;65.34;
120 (s);9.54;3.48;48.53;252.85;205.67;3042.37;12.76;48.58;23.10;4.87;20.35;33.05;8.82;65.39;
125 (s);9.54;3.48;47.79;253.90;205.44;3042.42;12.75;48.59;23.10;4.85;20.35;33.01;8.81;65.37;
130 (s);9.54;3.48;47.74;254.25;202.24;3042.46;12.73;48.57;23.13;4.83;20.35;32.98;8.80;65.25;
135 (s);9.54;3.47;46.82;251.49;204.00;3042.54;12.72;48.57;23.14;4.81;20.35;32.98;8.79;65.21;
140 (s);9.53;3.47;46.34;251.70;203.29;3042.46;12.70;48.59;23.13;4.78;20.35;32.96;8.77;65.17;
145 (s);9.54;3.47;46.34;251.28;204.43;3042.34;12.68;48.60;23.11;4.76;20.35;32.95;8.75;65.36;
150 (s);9.53;3.46;46.32;251.63;203.57;3042.51;12.66;48.61;23.09;4.74;20.36;32.94;8.73;65.36;
155 (s);9.53;3.46;46.33;251.29;204.01;3042.30;12.65;48.61;23.10;4.71;20.36;32.94;8.72;65.11;
160 (s);9.53;3.46;46.35;251.18;203.61;3042.39;12.64;48.59;23.09;4.70;20.36;32.94;8.71;65.12;
165 (s);9.53;3.46;46.05;253.05;202.69;3042.41;12.62;48.59;23.07;4.67;20.36;32.91;8.69;65.29;
170 (s);9.53;3.45;45.62;253.89;205.25;3042.57;12.61;48.62;23.07;4.66;20.36;32.90;8.68;65.35;
175 (s);9.53;3.45;45.16;250.73;202.55;3042.38;12.60;48.64;23.10;4.64;20.35;32.89;8.67;65.17;
180 (s);9.53;3.45;45.15;251.75;203.54;3042.34;12.59;48.63;23.10;4.62;20.36;32.89;8.66;65.06;
