Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
1 (s);11.05;4.56;45.79;5.81;23.51;3175.27;19.61;45.20;25.86;12.85;26.14;34.72;38.00;74.32;
2 (s);11.07;4.55;46.07;7.47;23.62;3175.30;19.60;45.27;25.90;12.84;26.14;34.79;37.99;74.36;
3 (s);11.08;4.55;46.08;7.64;23.47;3175.05;19.59;45.33;25.93;12.82;26.15;34.87;37.98;74.34;
4 (s);11.10;4.55;46.31;7.69;23.63;3175.09;19.58;45.40;25.96;12.81;26.15;34.94;37.96;74.56;
5 (s);11.11;4.55;46.39;7.15;23.78;3175.19;19.57;45.46;25.99;12.80;26.15;35.01;37.93;74.56;
6 (s);11.12;4.55;46.47;5.89;23.77;3175.18;19.56;45.53;26.03;12.78;26.16;35.09;37.90;74.44;
7 (s);11.14;4.54;46.31;6.96;23.57;3175.24;19.56;45.52;26.03;12.76;26.16;35.10;37.90;74.52;
8 (s);11.15;4.54;46.38;7.18;23.52;3175.06;19.55;45.51;26.06;12.73;26.16;35.16;37.87;74.65;
9 (s);11.16;4.53;46.81;7.01;23.57;3175.22;19.54;45.55;26.09;12.70;26.16;35.23;37.84;74.50;
10 (s);11.18;4.53;47.54;7.21;23.53;3175.11;19.53;45.56;26.12;12.68;26.16;35.31;37.81;74.48;
11 (s);11.18;4.53;47.80;7.01;23.50;3174.91;19.52;45.58;26.16;12.67;26.17;35.38;37.78;74.62;
12 (s);11.20;4.53;48.17;6.87;23.51;3175.08;19.52;45.59;26.19;12.66;26.17;35.45;37.75;74.54;
13 (s);11.21;4.52;48.25;5.66;23.47;3174.89;19.51;45.61;26.21;12.64;26.17;35.49;37.73;74.54;
14 (s);11.22;4.52;48.13;7.00;23.55;3174.94;19.51;45.64;26.22;12.63;26.17;35.53;37.72;74.72;
15 (s);11.24;4.52;48.55;6.85;23.58;3175.05;19.50;45.62;26.26;12.62;26.17;35.60;37.68;74.72;
16 (s);11.25;4.52;49.01;6.40;23.65;3174.87;19.49;45.50;26.29;12.59;26.18;35.68;37.65;74.65;
17 (s);11.26;4.52;49.49;6.19;23.58;3174.76;19.48;45.38;26.31;12.59;26.18;35.75;37.62;74.70;
18 (s);11.28;4.52;49.49;6.15;23.48;3175.01;19.47;45.23;26.33;12.63;26.18;35.82;37.59;74.75;
19 (s);11.29;4.54;49.31;6.17;23.49;3174.86;19.47;45.15;26.35;12.73;26.18;35.86;37.57;74.88;
20 (s);11.31;4.53;49.49;6.61;23.66;3175.06;19.46;45.10;26.36;12.70;26.18;35.89;37.56;75.04;
21 (s);11.32;4.54;49.48;6.88;23.69;3174.98;19.46;45.02;26.38;12.72;26.19;35.96;37.53;75.02;
22 (s);11.33;4.54;49.72;6.43;23.69;3175.08;19.46;45.01;26.41;12.75;26.19;36.03;37.50;75.06;
23 (s);11.35;4.56;49.97;5.92;23.55;3175.00;19.46;45.03;26.43;12.90;26.19;36.10;37.48;75.07;
24 (s);11.36;4.55;49.97;4.82;23.74;3175.06;19.46;45.07;26.46;12.84;26.19;36.16;37.46;75.15;
25 (s);11.38;4.54;49.96;6.14;23.49;3174.92;19.47;45.16;26.48;12.75;26.19;36.22;37.46;75.22;
26 (s);11.39;4.59;49.63;6.16;23.41;3175.30;19.47;45.17;26.48;13.05;26.19;36.23;37.46;75.29;
27 (s);11.41;4.55;46.21;6.26;23.62;3175.02;19.47;45.31;26.50;12.84;26.19;36.29;37.46;75.48;
28 (s);11.42;4.54;45.34;6.37;23.71;3175.10;19.49;45.45;26.53;12.75;26.19;36.36;37.46;75.20;
29 (s);11.44;4.53;45.13;6.19;24.13;3174.96;19.50;45.60;26.55;12.70;26.19;36.42;37.48;75.34;
30 (s);11.45;4.54;45.13;6.33;23.69;3175.33;19.51;45.75;26.57;12.72;26.20;36.48;37.50;75.37;
31 (s);11.46;4.54;45.13;6.34;23.73;3174.91;19.51;45.89;26.58;12.76;26.20;36.54;37.53;75.47;
32 (s);11.47;4.54;45.14;6.37;23.80;3175.10;19.51;45.90;26.58;12.72;26.20;36.55;37.53;75.39;
33 (s);11.49;4.55;45.13;6.29;23.82;3175.16;19.52;46.02;26.59;12.80;26.20;36.60;37.55;75.40;
34 (s);11.50;4.54;45.13;6.37;24.73;3175.04;19.52;46.14;26.60;12.74;26.20;36.67;37.57;75.37;
