Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
1 (s);11.59;3.72;57.01;192.01;396.94;3538.69;15.41;57.92;24.09;6.84;21.62;38.32;13.26;81.61;
2 (s);11.58;3.72;57.00;194.74;397.32;3538.74;15.42;57.91;24.08;6.84;21.62;38.31;13.28;81.38;
3 (s);11.57;3.73;57.01;192.36;394.60;3538.21;15.42;57.91;24.08;6.86;21.62;38.31;13.30;81.09;
4 (s);11.57;3.73;56.97;195.82;401.22;3538.45;15.42;57.92;24.08;6.86;21.62;38.29;13.34;81.43;
5 (s);11.57;3.73;56.85;192.62;395.60;3538.57;15.42;57.92;24.08;6.87;21.62;38.27;13.38;81.71;
6 (s);11.56;3.73;57.03;192.76;397.72;3538.46;15.42;57.93;24.08;6.88;21.62;38.25;13.41;81.24;
7 (s);11.56;3.73;57.00;191.10;393.78;3538.44;15.42;57.94;24.09;6.90;21.61;38.23;13.43;81.20;
8 (s);11.56;3.73;56.88;193.10;397.63;3538.49;15.42;57.95;24.09;6.90;21.61;38.21;13.45;81.74;
9 (s);11.55;3.73;56.89;194.73;399.12;3538.60;15.42;57.95;24.09;6.90;21.61;38.21;13.46;81.55;
10 (s);11.55;3.73;56.77;190.48;396.26;3538.67;15.42;57.95;24.08;6.92;21.61;38.18;13.48;81.30;
11 (s);11.55;3.73;56.99;193.20;395.90;3538.40;15.42;57.95;24.08;6.92;21.61;38.16;13.50;81.65;
12 (s);11.55;3.74;56.80;190.70;396.64;3538.73;15.43;57.94;24.09;6.94;21.61;38.14;13.52;81.68;
13 (s);11.55;3.74;56.78;190.69;399.20;3538.63;15.43;57.95;24.09;6.94;21.61;38.12;13.54;81.21;
14 (s);11.54;3.74;57.02;192.15;395.72;3538.30;15.43;57.94;24.09;6.95;21.61;38.10;13.55;81.45;
15 (s);11.54;3.74;56.91;194.37;394.67;3538.46;15.43;57.94;24.09;6.96;21.61;38.10;13.55;81.66;
16 (s);11.54;3.74;56.78;193.25;395.59;3538.31;15.43;57.94;24.09;6.96;21.61;38.08;13.56;81.36;
17 (s);11.54;3.74;56.96;191.67;395.35;3538.18;15.43;57.94;24.09;6.97;21.61;38.05;13.58;81.42;
18 (s);11.53;3.74;57.01;190.11;397.89;3538.40;15.43;57.94;24.09;6.97;21.61;38.04;13.59;81.82;
19 (s);11.53;3.74;56.85;191.57;396.22;3538.58;15.44;57.94;24.08;6.97;21.61;38.01;13.60;81.50;
20 (s);11.53;3.74;57.01;192.72;398.22;3538.41;15.44;57.94;24.08;6.98;21.61;37.99;13.61;81.24;
21 (s);11.53;3.74;56.78;190.12;395.55;3538.63;15.44;57.94;24.08;6.99;21.61;37.99;13.61;81.70;
22 (s);11.53;3.74;56.77;190.46;395.48;3538.64;15.44;57.93;24.09;6.99;21.60;37.97;13.62;81.72;
23 (s);11.53;3.74;56.77;191.50;399.39;3538.47;15.44;57.94;24.08;6.99;21.60;37.95;13.63;81.27;
24 (s);11.53;3.75;56.78;192.05;395.35;3538.79;15.44;57.94;24.08;7.01;21.60;37.93;13.63;81.68;
25 (s);11.52;3.75;56.78;191.79;398.56;3538.69;15.44;57.95;24.08;7.01;21.60;37.91;13.64;81.76;
26 (s);11.52;3.75;56.77;189.62;397.84;3538.37;15.44;57.96;24.09;7.01;21.60;37.90;13.65;81.35;
27 (s);11.52;3.75;56.77;191.53;397.99;3538.60;15.44;57.97;24.09;7.01;21.60;37.89;13.65;81.67;
28 (s);11.52;3.75;56.77;194.06;397.31;3538.46;15.44;57.98;24.09;7.01;21.60;37.88;13.65;81.87;
29 (s);11.52;3.75;56.81;189.60;397.26;3538.38;15.44;58.00;24.09;7.03;21.60;37.86;13.66;81.28;
30 (s);11.52;3.75;56.81;192.24;396.32;3538.74;15.44;58.02;24.09;7.01;21.60;37.85;13.66;81.49;
31 (s);11.52;3.75;56.78;191.00;399.13;3538.63;15.45;58.03;24.08;7.03;21.59;37.83;13.67;81.95;
32 (s);11.52;3.75;56.78;191.18;398.93;3538.93;15.45;58.04;24.08;7.03;21.59;37.82;13.67;81.43;
