Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);13.32;4.59;54.51;139.78;655.93;2703.52;21.17;59.64;26.82;13.11;24.66;42.86;19.85;72.43;
20 (s);13.36;4.58;54.36;212.63;548.61;2703.49;21.17;59.67;26.82;13.00;24.66;42.87;19.80;72.61;
30 (s);12.93;4.50;64.07;393.16;366.56;2703.19;21.15;59.60;26.83;12.50;24.67;42.77;19.28;71.48;
40 (s);12.25;4.45;82.23;619.21;335.96;2702.80;21.10;59.27;26.89;12.14;24.68;41.41;18.56;69.54;
50 (s);11.66;4.42;91.42;642.93;332.65;2702.34;21.01;59.00;26.96;11.92;24.68;39.17;18.06;68.24;
60 (s);11.32;4.40;96.27;646.15;333.34;2702.23;20.91;58.82;27.01;11.78;24.67;37.20;17.72;67.34;
70 (s);11.08;4.39;98.22;644.80;331.99;2702.29;20.83;58.88;27.05;11.70;24.65;35.95;17.51;66.91;
80 (s);10.89;4.38;99.20;644.18;335.15;2702.16;20.73;58.86;27.10;11.65;24.62;34.95;17.31;66.34;
91 (s);10.76;4.37;99.20;640.70;330.45;2702.02;20.65;58.74;27.12;11.60;24.61;34.27;17.16;66.02;
101 (s);10.64;4.37;98.71;645.91;333.68;2701.77;20.57;58.58;27.14;11.56;24.60;33.71;17.01;65.70;
111 (s);10.54;4.36;97.98;645.28;333.41;2701.81;20.47;58.68;27.17;11.53;24.59;33.21;16.88;65.42;
121 (s);10.46;4.36;97.23;644.73;330.78;2701.76;20.40;58.62;27.18;11.50;24.60;32.84;16.79;65.41;
131 (s);10.39;4.35;96.32;643.54;335.75;2701.77;20.31;58.67;27.20;11.48;24.61;32.48;16.71;65.11;
141 (s);10.33;4.35;96.06;641.79;331.35;2701.79;20.24;58.74;27.21;11.47;24.61;32.21;16.64;64.96;
151 (s);10.28;4.35;95.58;640.23;330.90;2701.75;20.16;58.71;27.21;11.46;24.60;32.00;16.59;64.83;
161 (s);10.21;4.35;94.85;644.43;331.95;2701.60;20.08;58.69;27.21;11.46;24.59;31.79;16.53;64.70;
171 (s);10.17;4.35;94.84;643.41;331.04;2701.68;20.01;58.70;27.21;11.45;24.59;31.63;16.47;64.53;
181 (s);10.13;4.35;94.36;644.71;334.30;2701.72;19.94;58.66;27.20;11.46;24.57;31.48;16.41;64.44;
191 (s);10.09;4.35;93.36;645.44;331.55;2701.38;19.89;58.64;27.19;11.47;24.56;31.34;16.37;64.35;
201 (s);10.05;4.35;92.39;643.55;332.11;2701.57;19.83;58.61;27.19;11.47;24.56;31.20;16.33;64.29;
211 (s);10.04;4.35;90.73;642.13;331.50;2701.55;19.77;58.46;27.17;11.46;24.57;31.08;16.28;64.26;
221 (s);10.02;4.35;88.27;643.77;332.08;2701.72;19.70;58.20;27.15;11.45;24.58;31.01;16.23;64.28;
231 (s);10.00;4.35;86.59;640.22;333.59;2701.58;19.64;57.98;27.13;11.44;24.59;30.96;16.18;64.09;
