Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);11.57;4.18;49.51;156.62;326.32;2657.20;18.75;51.12;26.61;10.23;24.26;38.55;16.24;63.44;
20 (s);11.57;4.18;49.50;159.07;326.26;2657.16;18.75;51.19;26.60;10.23;24.27;38.55;16.23;63.60;
30 (s);11.58;4.17;49.51;157.34;324.84;3026.33;18.75;51.21;26.61;10.21;24.27;38.56;16.23;66.19;
40 (s);11.69;4.13;51.63;158.44;327.02;3127.06;18.68;51.41;26.62;9.87;24.26;38.57;16.19;76.43;
50 (s);11.75;4.11;59.58;157.99;324.85;3127.06;18.57;51.18;26.66;9.76;24.25;38.62;16.04;76.55;
60 (s);11.79;4.11;62.10;158.90;328.39;3127.06;18.50;50.95;26.71;9.73;24.25;38.72;15.93;76.39;
70 (s);11.82;4.10;63.28;158.64;325.53;3127.02;18.45;51.15;26.75;9.68;24.26;38.80;15.87;76.50;
80 (s);11.84;4.11;63.31;159.79;328.49;3126.96;18.41;51.48;26.77;9.72;24.26;38.91;15.81;76.54;
90 (s);11.85;4.10;63.33;156.51;323.87;3126.87;18.38;51.86;26.78;9.70;24.26;39.02;15.79;76.45;
101 (s);11.84;4.10;63.32;159.29;329.29;3126.94;18.33;52.19;26.79;9.64;24.26;39.12;15.76;76.58;
111 (s);11.86;4.10;63.32;157.72;329.58;3126.93;18.29;52.37;26.81;9.65;24.26;39.22;15.71;76.56;
121 (s);11.87;4.10;63.31;158.03;326.74;3127.00;18.26;52.40;26.82;9.65;24.26;39.28;15.67;76.43;
131 (s);11.88;4.10;63.32;160.63;330.20;3126.85;18.23;52.48;26.81;9.65;24.25;39.35;15.64;76.76;
141 (s);11.89;4.10;63.31;161.40;325.92;3127.07;18.22;52.54;26.82;9.66;24.24;39.42;15.62;76.55;
151 (s);11.90;4.10;63.30;161.16;328.47;3127.00;18.21;52.61;26.83;9.66;24.23;39.48;15.59;76.80;
161 (s);11.90;4.10;63.34;160.70;327.78;3127.14;18.20;52.70;26.83;9.66;24.23;39.54;15.57;76.84;
171 (s);11.91;4.10;63.31;159.38;327.45;3126.92;18.17;52.74;26.84;9.65;24.23;39.58;15.55;76.65;
181 (s);11.91;4.10;63.33;159.27;329.08;3127.20;18.14;52.80;26.87;9.66;24.22;39.65;15.53;76.80;
191 (s);11.92;4.10;63.32;158.07;327.22;3127.04;18.12;52.85;26.88;9.67;24.22;39.71;15.52;76.61;
201 (s);11.92;4.10;63.32;159.72;327.28;3127.04;18.10;52.87;26.89;9.67;24.22;39.75;15.49;76.82;
211 (s);11.93;4.10;63.78;159.20;326.67;3127.01;18.08;52.99;26.92;9.68;24.22;39.79;15.48;76.64;
221 (s);11.93;4.10;63.75;159.62;327.76;3126.85;18.06;53.03;26.93;9.69;24.22;39.81;15.47;76.72;
231 (s);11.93;4.11;63.81;158.60;327.55;3126.93;18.04;53.07;26.94;9.71;24.23;39.84;15.45;76.88;
241 (s);11.93;4.10;63.82;156.92;323.91;3127.01;18.03;53.17;26.97;9.69;24.22;39.88;15.44;76.85;
252 (s);11.93;4.11;63.81;158.25;324.44;3127.22;18.01;53.21;26.98;9.74;24.22;39.90;15.42;77.03;
262 (s);11.93;4.10;63.34;161.80;327.15;3127.36;17.99;53.30;27.00;9.71;24.22;39.94;15.41;76.79;
272 (s);11.94;4.11;63.31;157.31;325.09;3127.30;17.97;53.33;27.02;9.71;24.22;39.97;15.39;76.98;
282 (s);11.94;4.11;62.34;158.60;324.93;3127.01;17.95;53.41;27.02;9.75;24.21;40.00;15.38;76.83;
292 (s);11.94;4.10;61.61;159.94;327.18;3126.99;17.92;53.44;27.03;9.71;24.20;40.02;15.37;76.79;
302 (s);11.95;4.10;61.17;158.50;326.13;3127.00;17.90;53.53;27.05;9.71;24.20;40.04;15.36;76.97;
312 (s);11.95;4.10;60.55;157.64;327.12;3127.18;17.89;53.60;27.06;9.70;24.20;40.06;15.34;77.04;
322 (s);11.96;4.10;59.67;158.51;327.79;3127.27;17.88;53.59;27.07;9.69;24.20;40.08;15.33;76.89;
332 (s);11.96;4.10;58.96;157.96;330.07;3127.03;17.87;53.62;27.05;9.68;24.20;40.11;15.33;77.05;
342 (s);11.97;4.10;58.38;158.38;326.72;3127.10;17.85;53.70;27.05;9.69;24.19;40.13;15.32;76.99;
352 (s);11.97;4.10;58.23;158.93;327.01;3127.30;17.84;53.81;27.07;9.68;24.18;40.15;15.32;76.94;
362 (s);11.97;4.10;57.56;160.58;327.50;3127.29;17.83;53.83;27.09;9.66;24.18;40.16;15.31;77.01;
