Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
1 (s);10.02;4.10;31.06;242.45;645.54;3350.57;17.81;39.45;21.75;9.64;22.23;31.43;17.82;68.54;
2 (s);10.02;4.09;31.81;239.67;645.01;3350.49;17.80;39.47;21.77;9.63;22.23;31.44;17.82;69.25;
3 (s);10.02;4.10;32.65;239.03;644.83;3350.59;17.80;39.49;21.81;9.66;22.22;31.45;17.82;68.94;
4 (s);10.03;4.10;32.70;240.41;646.26;3350.38;17.80;39.50;21.83;9.64;22.22;31.47;17.82;68.62;
5 (s);10.03;4.09;32.97;240.53;646.34;3350.55;17.80;39.52;21.85;9.63;22.22;31.48;17.82;68.94;
6 (s);10.03;4.09;32.96;241.61;647.48;3350.63;17.80;39.52;21.86;9.63;22.22;31.48;17.82;69.21;
7 (s);10.04;4.09;33.55;239.79;644.12;3350.53;17.80;39.54;21.87;9.62;22.22;31.50;17.81;68.59;
8 (s);10.04;4.09;33.95;237.98;642.70;3350.46;17.79;39.55;21.90;9.60;22.22;31.51;17.81;68.65;
9 (s);10.04;4.09;33.96;236.10;643.19;3350.87;17.79;39.56;21.92;9.62;22.22;31.52;17.81;69.43;
10 (s);10.05;4.09;33.96;238.06;641.61;3350.67;17.79;39.58;21.94;9.61;22.22;31.54;17.81;68.89;
11 (s);10.05;4.09;33.97;238.71;642.49;3350.63;17.79;39.60;21.95;9.58;22.22;31.55;17.81;68.59;
12 (s);10.05;4.09;33.96;240.37;647.99;3350.45;17.79;39.60;21.96;9.57;22.22;31.56;17.81;69.29;
13 (s);10.06;4.09;34.94;241.55;646.01;3350.44;17.79;39.61;21.97;9.58;22.22;31.57;17.81;69.07;
14 (s);10.06;4.09;34.95;241.53;642.58;3350.62;17.79;39.63;21.98;9.58;22.22;31.58;17.81;68.62;
15 (s);10.06;4.08;34.93;238.39;642.38;3350.41;17.79;39.64;21.99;9.55;22.22;31.59;17.81;68.97;
16 (s);10.07;4.08;35.19;239.11;642.57;3350.72;17.78;39.65;22.01;9.56;22.22;31.61;17.81;69.30;
17 (s);10.07;4.08;35.00;238.58;645.49;3350.78;17.78;39.67;22.04;9.56;22.22;31.62;17.81;68.68;
18 (s);10.07;4.08;34.93;239.24;643.55;3350.58;17.78;39.67;22.06;9.55;22.22;31.63;17.81;68.83;
19 (s);10.07;4.08;34.94;239.76;645.07;3350.66;17.78;39.68;22.07;9.53;22.22;31.63;17.81;69.44;
20 (s);10.08;4.08;34.95;238.09;642.89;3350.63;17.78;39.69;22.09;9.52;22.22;31.65;17.80;68.91;
21 (s);10.08;4.08;34.95;240.67;644.97;3350.67;17.78;39.71;22.11;9.53;22.21;31.66;17.80;68.76;
22 (s);10.08;4.08;35.67;236.42;643.52;3350.88;17.78;39.72;22.14;9.53;22.21;31.67;17.80;69.43;
23 (s);10.09;4.08;36.13;238.53;643.61;3350.58;17.78;39.74;22.15;9.51;22.21;31.68;17.80;68.97;
24 (s);10.09;4.08;35.98;237.30;644.90;3350.75;17.78;39.75;22.17;9.50;22.21;31.69;17.80;68.71;
25 (s);10.09;4.07;35.97;238.90;645.28;3350.64;17.78;39.75;22.17;9.48;22.21;31.70;17.80;69.34;
26 (s);10.10;4.08;37.01;242.34;643.48;3350.67;17.78;39.76;22.18;9.51;22.21;31.71;17.80;69.08;
