Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
1 (s);10.25;4.72;55.27;573.48;558.05;2811.68;20.62;56.47;36.75;13.92;28.61;37.39;21.84;67.20;
2 (s);10.24;4.72;127.39;573.70;558.26;2811.51;20.62;56.47;36.74;13.96;28.61;37.40;21.85;67.12;
3 (s);10.25;4.72;85.21;570.70;553.82;2811.67;20.62;56.47;36.74;13.96;28.61;37.40;21.85;67.20;
4 (s);10.25;4.72;67.91;573.31;556.37;2811.72;20.63;56.47;36.75;13.95;28.61;37.41;21.86;67.14;
5 (s);10.24;4.73;138.62;574.18;556.59;2811.42;20.63;56.47;36.74;14.00;28.61;37.42;21.87;67.17;
6 (s);10.26;4.72;61.95;575.75;557.39;2811.59;20.63;56.47;36.76;13.96;28.62;37.42;21.88;67.18;
7 (s);10.26;4.73;93.97;575.86;559.42;2811.60;20.63;56.47;36.75;13.99;28.62;37.43;21.89;67.22;
8 (s);10.25;4.73;117.72;573.57;560.73;2811.69;20.64;56.48;36.75;14.01;28.62;37.43;21.89;67.26;
9 (s);10.27;4.73;47.06;570.89;555.07;2811.77;20.64;56.48;36.75;13.97;28.62;37.44;21.89;67.25;
10 (s);10.26;4.73;118.02;575.84;558.65;2811.70;20.64;56.48;36.75;14.00;28.62;37.44;21.90;67.21;
11 (s);10.26;4.73;99.06;574.83;557.47;2811.70;20.65;56.48;36.74;14.01;28.62;37.45;21.91;67.35;
12 (s);10.27;4.73;54.35;571.52;556.25;2811.70;20.65;56.49;36.75;13.98;28.63;37.46;21.92;67.34;
13 (s);10.26;4.73;139.89;574.78;559.99;2811.47;20.65;56.49;36.73;14.01;28.63;37.46;21.92;67.18;
14 (s);10.27;4.73;80.30;570.94;557.44;2811.65;20.65;56.50;36.74;14.01;28.63;37.47;21.93;67.28;
15 (s);10.27;4.73;62.31;574.13;557.14;2811.72;20.65;56.50;36.75;14.01;28.63;37.47;21.93;67.41;
16 (s);10.27;4.74;149.22;573.74;556.47;2811.53;20.66;56.50;36.74;14.05;28.64;37.48;21.94;67.27;
17 (s);10.28;4.73;56.54;575.20;555.17;2811.73;20.66;56.50;36.74;14.03;28.64;37.48;21.95;67.27;
18 (s);10.28;4.73;81.87;572.22;556.70;2811.60;20.66;56.50;36.74;14.02;28.64;37.49;21.95;67.35;
19 (s);10.27;4.74;140.37;573.82;557.68;2811.50;20.67;56.50;36.73;14.08;28.65;37.50;21.96;67.32;
20 (s);10.28;4.73;46.89;569.20;556.61;2811.78;20.67;56.50;36.74;14.03;28.65;37.51;21.97;67.29;
21 (s);10.28;4.74;111.07;575.35;559.48;2811.45;20.67;56.50;36.74;14.05;28.65;37.51;21.97;67.37;
22 (s);10.28;4.74;106.72;572.95;556.73;2811.58;20.67;56.51;36.73;14.05;28.66;37.52;21.97;67.41;
23 (s);10.29;4.73;47.19;575.01;557.78;2811.74;20.68;56.51;36.74;14.03;28.66;37.52;21.98;67.39;
24 (s);10.28;4.74;128.95;573.90;557.65;2811.58;20.68;56.51;36.73;14.07;28.66;37.53;21.99;67.29;
25 (s);10.29;4.74;86.52;576.90;558.82;2811.62;20.68;56.51;36.74;14.06;28.67;37.53;22.00;67.32;
26 (s);10.29;4.73;51.41;576.11;560.05;2811.70;20.69;56.51;36.74;14.03;28.67;37.53;22.00;67.35;
27 (s);10.28;4.75;142.96;575.21;555.44;2811.64;20.69;56.51;36.74;14.10;28.67;37.53;22.01;67.32;
28 (s);10.30;4.74;67.52;575.24;558.87;2811.68;20.69;56.51;36.73;14.06;28.67;37.53;22.01;67.29;
29 (s);10.30;4.74;74.45;575.74;558.31;2811.73;20.69;56.51;36.75;14.05;28.68;37.54;22.02;67.27;
30 (s);10.29;4.75;140.05;578.92;561.29;2811.49;20.69;56.51;36.73;14.10;28.68;37.55;22.02;67.40;
31 (s);10.30;4.74;55.31;571.23;555.83;2811.67;20.69;56.51;36.74;14.06;28.68;37.55;22.03;67.41;
32 (s);10.30;4.74;97.76;574.26;557.39;2811.62;20.69;56.51;36.73;14.09;28.69;37.56;22.03;67.41;
33 (s);10.30;4.75;123.63;570.63;556.95;2811.62;20.69;56.51;36.73;14.11;28.69;37.56;22.04;67.34;
34 (s);10.31;4.74;47.10;572.01;555.27;2811.64;20.69;56.51;36.74;14.07;28.69;37.57;22.04;67.31;
35 (s);10.30;4.75;121.46;577.34;559.92;2811.49;20.70;56.51;36.74;14.11;28.69;37.57;22.05;67.35;
36 (s);10.31;4.75;90.13;571.92;558.64;2811.63;20.70;56.51;36.74;14.11;28.70;37.57;22.06;67.34;
37 (s);10.31;4.74;50.96;574.54;557.08;2811.71;20.70;56.52;36.76;14.09;28.70;37.58;22.06;67.38;
38 (s);10.30;4.75;138.66;572.10;558.92;2811.47;20.70;56.52;36.74;14.14;28.71;37.59;22.07;67.35;
39 (s);10.31;4.75;70.58;572.22;556.68;2811.62;20.70;56.52;36.75;14.10;28.71;37.59;22.07;67.37;
40 (s);10.31;4.74;80.81;573.29;555.64;2811.63;20.70;56.53;36.76;14.09;28.71;37.59;22.08;67.37;
41 (s);10.31;4.75;126.58;574.10;558.03;2811.63;20.70;56.53;36.75;14.13;28.72;37.60;22.08;67.43;
42 (s);10.32;4.74;51.20;574.57;559.83;2811.66;20.71;56.54;36.77;14.09;28.72;37.60;22.09;67.42;
43 (s);10.32;4.75;105.81;572.14;557.06;2811.69;20.71;56.54;36.77;14.13;28.73;37.61;22.10;67.40;
44 (s);10.32;4.75;112.35;573.29;555.53;2811.59;20.71;56.54;36.77;14.13;28.73;37.62;22.10;67.42;
45 (s);10.32;4.75;49.06;574.50;556.15;2811.76;20.71;56.54;36.77;14.11;28.73;37.62;22.10;67.28;
46 (s);10.32;4.76;130.10;575.51;557.02;2811.51;20.71;56.54;36.78;14.17;28.74;37.63;22.11;67.41;
47 (s);10.32;4.75;81.72;576.85;557.54;2811.66;20.72;56.54;36.77;14.13;28.74;37.63;22.11;67.45;
