Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);9.68;3.80;58.96;258.75;281.11;3480.59;15.48;54.05;26.16;7.46;21.38;32.50;15.03;82.37;
10 (s);9.68;3.80;58.95;255.61;282.90;3480.42;15.48;54.06;26.16;7.47;21.38;32.51;15.04;82.50;
15 (s);9.68;3.81;58.96;257.95;296.03;3480.47;15.48;54.09;26.15;7.48;21.38;32.50;15.04;82.60;
20 (s);9.68;3.81;58.95;255.09;364.60;3480.45;15.47;54.10;26.14;7.47;21.37;32.51;15.05;82.44;
25 (s);9.69;3.81;58.96;257.14;281.69;3480.42;15.47;54.12;26.16;7.48;21.36;32.51;15.05;82.56;
30 (s);9.68;3.81;58.95;256.78;281.55;3480.68;15.47;54.15;26.13;7.48;21.35;32.51;15.05;82.69;
35 (s);9.69;3.80;58.97;256.80;331.28;3480.29;15.47;54.15;26.14;7.46;21.35;32.51;15.04;82.67;
40 (s);9.68;3.80;58.96;257.36;348.35;3480.67;15.48;54.16;26.14;7.47;21.35;32.52;15.03;82.61;
45 (s);9.68;3.80;58.97;256.93;297.77;3480.52;15.48;54.18;26.13;7.44;21.35;32.52;15.02;82.66;
50 (s);9.69;3.80;58.97;255.21;282.42;3480.58;15.48;54.22;26.13;7.46;21.34;32.52;15.01;82.57;
55 (s);9.68;3.80;58.96;254.34;263.29;3480.00;15.48;54.25;26.13;7.44;21.34;32.52;15.00;82.50;
60 (s);9.69;3.80;58.96;256.27;264.92;3480.73;15.48;54.26;26.11;7.44;21.34;32.53;15.01;82.47;
65 (s);9.69;3.80;58.97;253.61;365.46;3480.62;15.48;54.28;26.11;7.43;21.34;32.53;15.01;82.61;
70 (s);9.69;3.80;58.96;253.87;330.39;3480.50;15.48;54.30;26.13;7.43;21.35;32.53;15.01;82.43;
75 (s);9.69;3.80;58.97;254.18;329.28;3480.71;15.47;54.32;26.12;7.43;21.35;32.53;15.01;82.36;
80 (s);9.69;3.80;58.96;254.72;313.12;3480.79;15.47;54.34;26.14;7.42;21.36;32.54;15.01;82.26;
85 (s);9.69;3.80;58.95;254.19;303.12;3480.73;15.47;54.36;26.13;7.43;21.38;32.54;15.02;82.62;
90 (s);9.69;3.80;58.96;253.22;319.26;3480.63;15.47;54.37;26.14;7.44;21.39;32.54;15.01;82.51;
95 (s);9.69;3.80;58.94;256.17;278.92;3480.66;15.47;54.40;26.13;7.44;21.40;32.54;15.02;82.59;
100 (s);9.70;3.80;58.95;255.52;395.40;3480.86;15.48;54.43;26.10;7.44;21.39;32.54;15.02;82.39;
105 (s);9.70;3.80;58.97;252.91;389.53;3480.62;15.49;54.44;26.11;7.44;21.39;32.55;15.03;82.36;
110 (s);9.69;3.80;58.94;256.52;417.72;3480.66;15.50;54.46;26.10;7.46;21.38;32.55;15.04;82.34;
115 (s);9.69;3.80;58.95;253.57;277.94;3480.55;15.50;54.49;26.09;7.46;21.37;32.55;15.04;82.38;
120 (s);9.69;3.80;58.95;254.98;291.45;3480.26;15.50;54.51;26.09;7.46;21.37;32.55;15.03;82.63;
125 (s);9.70;3.80;58.97;254.34;316.40;3480.35;15.49;54.54;26.09;7.45;21.37;32.55;15.02;82.28;
130 (s);9.70;3.80;58.94;257.35;378.57;3480.52;15.49;54.54;26.09;7.45;21.36;32.55;15.02;82.54;
136 (s);9.70;3.80;58.97;253.68;376.30;3480.48;15.49;54.54;26.08;7.46;21.35;32.55;15.03;82.42;
141 (s);9.70;3.80;58.97;255.16;369.51;3480.59;15.49;54.55;26.09;7.46;21.34;32.55;15.02;82.70;
146 (s);9.70;3.80;58.97;255.58;377.23;3480.74;15.50;54.57;26.08;7.44;21.35;32.56;15.03;82.54;
151 (s);9.70;3.80;58.98;255.61;273.77;3480.59;15.50;54.59;26.08;7.44;21.36;32.56;15.02;82.36;
156 (s);9.70;3.80;58.95;252.98;366.70;3480.62;15.51;54.62;26.09;7.44;21.38;32.56;15.02;82.41;
161 (s);9.70;3.80;58.96;256.43;280.60;3480.38;15.51;54.63;26.08;7.46;21.40;32.57;15.02;82.19;
166 (s);9.70;3.80;58.96;257.00;281.05;3480.59;15.50;54.63;26.09;7.47;21.41;32.56;15.02;82.30;
171 (s);9.70;3.80;58.96;255.43;297.08;3480.56;15.50;54.65;26.08;7.46;21.40;32.57;15.01;82.24;
176 (s);9.70;3.81;58.96;255.09;401.90;3480.81;15.49;54.68;26.07;7.48;21.39;32.57;15.01;82.82;
181 (s);9.71;3.80;58.97;255.69;386.51;3480.30;15.49;54.70;26.07;7.45;21.37;32.57;15.01;82.51;
186 (s);9.71;3.80;58.95;254.02;386.36;3480.51;15.48;54.72;26.06;7.44;21.37;32.58;15.01;82.55;
191 (s);9.71;3.80;58.95;257.05;375.17;3480.43;15.47;54.74;26.04;7.44;21.35;32.58;15.02;82.22;
196 (s);9.71;3.80;58.97;255.98;291.98;3480.81;15.46;54.74;26.04;7.44;21.33;32.59;15.02;82.22;
201 (s);9.71;3.80;58.95;256.63;308.16;3480.27;15.46;54.75;26.06;7.43;21.32;32.59;15.02;82.42;
206 (s);9.71;3.80;58.96;256.05;304.84;3480.65;15.45;54.77;26.05;7.45;21.33;32.59;15.01;82.34;
211 (s);9.71;3.80;58.96;256.21;269.70;3480.28;15.45;54.76;26.04;7.43;21.33;32.59;15.00;82.49;
216 (s);9.71;3.80;58.97;254.95;314.65;3480.45;15.45;54.77;26.03;7.43;21.33;32.60;15.00;82.25;
221 (s);9.71;3.80;58.97;256.19;271.73;3481.04;15.46;54.79;26.04;7.45;21.33;32.60;15.01;82.13;
226 (s);9.71;3.80;58.95;256.23;299.64;3480.67;15.46;54.81;26.04;7.44;21.33;32.59;15.00;82.56;
231 (s);9.71;3.80;58.97;255.19;271.93;3480.93;15.46;54.83;26.03;7.45;21.34;32.59;15.00;82.75;
236 (s);9.71;3.80;58.96;255.35;334.47;3480.62;15.45;54.84;26.03;7.44;21.33;32.59;15.00;82.66;
241 (s);9.71;3.80;58.96;253.13;330.56;3480.81;15.44;54.85;26.04;7.43;21.32;32.59;14.99;82.75;
246 (s);9.71;3.80;58.97;253.78;307.23;3480.87;15.44;54.85;26.03;7.44;21.31;32.60;14.98;82.81;
251 (s);9.71;3.80;58.96;256.05;311.67;3480.55;15.43;54.87;26.02;7.44;21.32;32.60;14.97;82.75;
256 (s);9.71;3.80;58.95;254.16;288.11;3481.03;15.43;54.88;26.02;7.43;21.32;32.60;14.97;82.60;
261 (s);9.71;3.80;58.96;254.47;345.33;3480.60;15.43;54.88;26.03;7.43;21.32;32.60;14.98;82.34;
266 (s);9.71;3.80;58.97;256.47;337.87;3480.75;15.43;54.90;26.04;7.43;21.32;32.60;14.98;82.24;
271 (s);9.71;3.80;58.95;254.52;399.07;3480.66;15.44;54.91;26.04;7.44;21.33;32.60;14.97;82.31;
276 (s);9.71;3.80;58.96;253.81;344.38;3480.64;15.45;54.94;26.03;7.42;21.33;32.60;14.97;82.55;
281 (s);9.71;3.80;58.97;255.51;345.80;3480.76;15.45;54.95;26.03;7.41;21.33;32.60;14.97;82.66;
286 (s);9.71;3.80;58.97;256.09;320.51;3480.60;15.46;54.97;26.03;7.42;21.32;32.60;14.97;82.48;
291 (s);9.71;3.80;58.97;254.70;328.40;3480.71;15.46;54.98;26.02;7.42;21.32;32.61;14.98;82.60;
296 (s);9.71;3.80;58.96;256.20;373.74;3480.41;15.47;55.00;26.02;7.40;21.33;32.60;14.98;82.49;
301 (s);9.71;3.80;58.97;253.99;401.02;3480.62;15.48;55.02;26.02;7.47;21.35;32.60;14.99;82.55;
306 (s);9.72;3.82;58.95;254.31;357.72;3480.53;15.49;55.04;26.02;7.57;21.36;32.61;15.00;82.62;
311 (s);9.71;3.81;58.97;255.56;282.09;3481.25;15.50;55.04;26.02;7.47;21.38;32.62;15.01;82.40;
316 (s);9.72;3.81;58.98;256.68;331.74;3480.79;15.50;55.06;26.03;7.47;21.40;32.62;15.03;82.52;
321 (s);9.71;3.80;58.96;256.57;358.21;3480.98;15.50;55.07;26.04;7.45;21.41;32.62;15.03;82.30;
326 (s);9.72;3.80;58.97;255.30;265.84;3480.72;15.49;55.09;26.02;7.46;21.40;32.62;15.04;82.49;
331 (s);9.72;3.80;58.95;254.91;261.58;3481.14;15.49;55.10;26.01;7.45;21.40;32.62;15.04;82.46;
336 (s);9.72;3.80;58.97;254.45;250.39;3480.55;15.48;55.11;26.01;7.45;21.40;32.62;15.04;82.64;
341 (s);9.72;3.80;58.95;257.78;278.24;3480.94;15.49;55.14;26.00;7.46;21.41;32.62;15.03;82.49;
346 (s);9.72;3.80;58.96;255.15;390.55;3480.66;15.49;55.15;26.01;7.44;21.42;32.63;15.03;82.23;
351 (s);9.72;3.80;58.95;255.87;340.27;3480.53;15.49;55.18;26.02;7.43;21.41;32.63;15.03;82.53;
356 (s);9.73;3.80;58.97;253.22;386.94;3480.70;15.49;55.20;25.99;7.44;21.39;32.63;15.03;82.41;
361 (s);9.72;3.80;58.97;254.28;380.77;3480.66;15.48;55.22;25.99;7.45;21.37;32.64;15.03;82.62;
366 (s);9.72;3.80;58.96;253.65;292.81;3480.62;15.47;55.23;26.00;7.44;21.36;32.64;15.03;82.26;
371 (s);9.73;3.80;58.95;255.24;381.15;3480.33;15.47;55.25;26.00;7.42;21.36;32.64;15.03;82.15;
376 (s);9.72;3.80;58.95;255.37;380.18;3480.89;15.46;55.27;26.00;7.43;21.35;32.64;15.03;82.46;
