Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);9.33;4.27;51.96;703.12;398.52;2635.12;19.35;54.46;25.02;10.89;24.99;28.91;20.39;60.12;
10 (s);9.33;4.27;51.95;696.90;396.60;2635.22;19.35;54.45;25.02;10.89;24.99;28.92;20.40;59.98;
15 (s);9.33;4.27;52.00;699.15;396.32;2635.26;19.36;54.45;25.02;10.90;25.00;28.93;20.41;60.03;
20 (s);9.33;4.27;51.96;703.40;399.58;2635.28;19.37;54.44;25.02;10.90;25.02;28.93;20.42;60.10;
25 (s);9.34;4.27;51.96;698.28;396.35;2635.17;19.38;54.44;25.03;10.90;25.05;28.94;20.43;60.04;
30 (s);9.35;4.27;51.96;705.56;398.73;2635.38;19.39;54.44;25.03;10.92;25.09;28.96;20.44;60.10;
35 (s);9.35;4.28;52.20;703.29;395.94;2635.13;19.40;54.45;25.03;10.93;25.14;28.98;20.47;59.98;
40 (s);9.36;4.28;52.94;703.24;399.16;2635.25;19.41;54.44;25.03;10.94;25.16;29.00;20.50;60.09;
45 (s);9.36;4.28;52.92;697.22;397.14;2635.34;19.43;54.44;25.03;10.94;25.14;29.02;20.53;60.15;
50 (s);9.36;4.28;53.19;706.33;398.35;2635.01;19.43;54.44;25.03;10.96;25.12;29.03;20.55;60.18;
55 (s);9.36;4.28;53.41;701.15;398.15;2635.07;19.44;54.43;25.03;10.96;25.14;29.04;20.55;60.07;
60 (s);9.36;4.28;53.39;699.76;395.64;2635.29;19.45;54.43;25.05;10.96;25.17;29.05;20.55;60.18;
65 (s);9.37;4.28;53.40;700.72;400.02;2635.08;19.45;54.43;25.05;10.96;25.20;29.06;20.56;60.21;
70 (s);9.37;4.28;53.40;701.34;400.02;2635.25;19.46;54.43;25.06;10.97;25.22;29.07;20.58;60.18;
75 (s);9.38;4.28;53.40;703.51;399.70;2635.22;19.47;54.41;25.05;10.99;25.25;29.09;20.60;60.24;
80 (s);9.38;4.28;53.62;702.90;398.50;2635.22;19.48;54.41;25.05;10.99;25.29;29.11;20.61;60.28;
85 (s);9.39;4.28;53.62;700.24;397.58;2635.32;19.49;54.42;25.04;10.99;25.33;29.13;20.64;60.24;
90 (s);9.39;4.28;53.87;699.48;395.49;2635.43;19.51;54.41;25.06;10.98;25.33;29.15;20.68;60.20;
95 (s);9.39;4.29;54.33;704.77;400.64;2635.19;19.52;54.40;25.05;11.00;25.32;29.17;20.71;60.11;
