Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);11.67;4.41;68.95;253.82;404.35;3741.09;19.52;62.48;29.75;11.84;26.28;39.04;20.84;94.30;
10 (s);11.67;4.41;69.43;252.31;400.41;3741.29;19.52;62.50;29.75;11.85;26.30;39.05;20.85;94.37;
15 (s);11.68;4.41;69.44;254.18;402.01;3741.23;19.51;62.51;29.75;11.86;26.30;39.05;20.86;94.22;
20 (s);11.68;4.41;69.44;253.15;403.22;3741.04;19.51;62.53;29.75;11.88;26.28;39.05;20.87;94.54;
25 (s);11.68;4.41;69.45;252.24;399.99;3740.67;19.50;62.55;29.76;11.86;26.25;39.06;20.87;94.48;
30 (s);11.68;4.41;69.46;252.86;401.35;3740.95;19.50;62.53;29.77;11.88;26.21;39.07;20.87;94.45;
35 (s);11.68;4.41;69.45;256.17;405.26;3741.10;19.51;62.54;29.76;11.86;26.18;39.08;20.86;94.48;
40 (s);11.68;4.41;69.45;253.00;401.38;3741.12;19.51;62.53;29.75;11.86;26.19;39.08;20.84;94.43;
45 (s);11.68;4.41;69.46;254.63;404.51;3740.99;19.50;62.56;29.76;11.85;26.22;39.08;20.83;94.43;
50 (s);11.68;4.41;69.45;254.09;403.80;3740.85;19.50;62.59;29.75;11.86;26.24;39.08;20.83;94.31;
55 (s);11.68;4.41;69.46;252.76;403.44;3741.11;19.50;62.60;29.76;11.85;26.25;39.08;20.83;94.40;
60 (s);11.69;4.41;69.45;255.00;404.13;3740.83;19.51;62.62;29.76;11.85;26.25;39.08;20.84;94.30;
