Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);8.30;3.63;55.07;819.02;650.06;3081.95;14.85;43.53;21.48;6.11;20.73;25.50;13.93;63.39;
20 (s);8.31;3.63;55.06;821.02;656.03;3081.89;14.88;43.55;21.49;6.11;20.69;25.60;13.85;63.58;
30 (s);8.31;3.62;55.06;729.26;570.82;3082.03;14.88;43.61;21.49;6.05;20.79;25.67;13.74;63.62;
40 (s);8.33;3.63;55.06;748.76;593.04;3082.00;14.89;43.64;21.50;6.05;20.87;25.79;13.64;63.58;
50 (s);8.34;3.63;55.08;684.43;540.67;3082.10;14.90;43.67;21.51;6.06;20.83;25.90;13.62;63.67;
60 (s);8.34;3.62;55.06;754.63;601.56;3082.06;14.90;43.73;21.50;6.04;20.71;25.94;13.54;63.66;
70 (s);8.34;3.62;55.32;749.05;594.09;3082.08;14.90;43.76;21.51;6.05;20.66;25.90;13.50;63.62;
80 (s);8.33;3.62;55.07;755.28;599.53;3082.00;14.89;43.81;21.52;6.01;20.63;25.87;13.46;63.54;
90 (s);8.33;3.62;55.07;766.37;608.01;3082.11;14.88;43.84;21.53;6.00;20.65;25.86;13.43;63.51;
100 (s);8.33;3.62;55.07;760.42;602.51;3082.04;14.87;43.89;21.53;6.00;20.66;25.85;13.44;63.50;
110 (s);8.33;3.62;55.32;756.64;604.83;3082.06;14.87;43.96;21.51;6.01;20.72;25.84;13.45;63.57;
120 (s);8.34;3.62;55.06;766.43;607.82;3082.26;14.86;44.00;21.52;6.03;20.70;25.85;13.47;63.63;
130 (s);8.34;3.62;55.07;761.22;602.47;3082.17;14.86;44.06;21.53;6.03;20.71;25.84;13.48;63.63;
140 (s);8.34;3.62;55.06;759.54;604.34;3082.06;14.86;44.11;21.52;6.04;20.74;25.86;13.48;63.74;
150 (s);8.34;3.62;55.06;762.66;604.48;3082.06;14.85;44.18;21.51;6.05;20.76;25.87;13.50;63.67;
160 (s);8.34;3.62;55.06;759.88;606.08;3082.14;14.84;44.24;21.53;6.03;20.71;25.88;13.49;63.71;
170 (s);8.34;3.62;55.08;762.46;608.09;3082.22;14.85;44.28;21.55;6.04;20.71;25.87;13.51;63.70;
180 (s);8.34;3.62;55.06;759.18;609.22;3082.13;14.85;44.31;21.52;6.04;20.73;25.87;13.50;63.78;
190 (s);8.34;3.62;55.07;758.87;608.91;3082.31;14.85;44.36;21.54;6.04;20.83;25.88;13.49;63.69;
200 (s);8.35;3.63;55.07;754.92;608.20;3082.10;14.86;44.42;21.53;6.07;20.85;25.93;13.51;63.73;
210 (s);8.36;3.63;55.07;752.36;603.70;3082.17;14.86;44.47;21.54;6.07;20.84;25.98;13.50;63.80;
220 (s);8.36;3.63;55.07;762.30;609.55;3082.29;14.86;44.51;21.53;6.07;20.88;25.98;13.52;63.66;
230 (s);8.36;3.63;55.07;760.67;610.32;3082.17;14.86;44.56;21.52;6.09;20.87;25.98;13.55;63.78;
240 (s);8.36;3.63;55.07;762.80;609.40;3082.12;14.87;44.63;21.53;6.11;20.89;25.98;13.56;63.79;
250 (s);8.36;3.64;55.07;763.97;607.07;3082.27;14.87;44.68;21.54;6.13;20.92;26.00;13.55;63.78;
260 (s);8.37;3.64;55.07;763.40;611.46;3082.24;14.88;44.74;21.55;6.15;20.87;26.01;13.57;63.76;
270 (s);8.36;3.64;55.05;760.77;607.81;3082.25;14.88;44.77;21.52;6.14;20.84;25.99;13.57;63.73;
281 (s);8.37;3.64;55.06;760.37;609.52;3082.20;14.87;44.82;21.53;6.15;20.89;26.00;13.55;63.79;
291 (s);8.37;3.64;55.07;765.59;613.28;3082.12;14.87;44.87;21.53;6.15;20.92;26.02;13.57;63.84;
301 (s);8.37;3.64;55.06;769.14;614.80;3082.12;14.86;44.91;21.53;6.17;20.95;26.03;13.59;63.84;
311 (s);8.37;3.64;55.06;764.06;612.94;3082.33;14.86;44.95;21.54;6.19;20.86;26.04;13.61;63.82;
321 (s);8.37;3.64;55.07;765.93;615.29;3082.21;14.86;45.01;21.54;6.18;20.84;26.02;13.60;63.74;
331 (s);8.37;3.64;55.32;767.84;611.78;3082.20;14.85;45.05;21.53;6.19;20.92;26.01;13.58;63.79;
341 (s);8.38;3.64;55.06;767.41;617.28;3082.25;14.85;45.12;21.53;6.20;20.97;26.03;13.59;63.89;
351 (s);8.38;3.65;55.08;768.41;611.36;3082.22;14.86;45.15;21.56;6.23;20.98;26.06;13.60;63.82;
361 (s);8.38;3.65;55.08;765.33;610.59;3082.34;14.86;45.20;21.56;6.23;20.95;26.07;13.62;63.90;
371 (s);8.38;3.65;55.07;761.14;608.27;3082.31;14.87;45.25;21.55;6.23;20.95;26.07;13.63;63.85;
381 (s);8.39;3.65;55.07;764.26;610.88;3082.29;14.87;45.29;21.58;6.23;20.98;26.08;13.62;63.82;
391 (s);8.39;3.65;55.07;761.05;611.20;3082.24;14.87;45.34;21.58;6.25;20.93;26.09;13.62;63.89;
401 (s);8.39;3.65;55.07;766.31;613.02;3082.28;14.87;45.37;21.58;6.24;20.96;26.08;13.62;63.90;
411 (s);8.39;3.65;55.05;767.90;611.83;3082.38;14.86;45.43;21.59;6.28;21.01;26.09;13.62;63.93;
421 (s);8.40;3.65;55.06;767.13;609.49;3082.29;14.87;45.49;21.60;6.28;21.02;26.12;13.64;63.97;
431 (s);8.40;3.65;55.07;765.12;611.55;3082.44;14.87;45.53;21.60;6.28;20.96;26.13;13.65;64.04;
441 (s);8.40;3.66;55.08;757.36;607.47;3082.29;14.87;45.56;21.60;6.31;20.98;26.11;13.66;64.00;
451 (s);8.40;3.66;55.06;768.01;611.55;3082.47;14.86;45.63;21.60;6.30;21.08;26.13;13.64;63.91;
461 (s);8.41;3.66;55.07;765.32;612.35;3082.41;14.86;45.70;21.62;6.32;21.08;26.16;13.67;64.05;
471 (s);8.41;3.66;55.08;765.73;612.26;3082.46;14.86;45.73;21.62;6.31;21.09;26.19;13.70;63.95;
481 (s);8.41;3.66;55.30;765.81;614.57;3082.47;14.87;45.77;21.64;6.36;21.10;26.20;13.71;63.84;
491 (s);8.42;3.66;55.06;769.36;611.11;3082.41;14.88;45.81;21.62;6.35;21.07;26.21;13.71;63.95;
501 (s);8.42;3.66;55.07;763.84;610.59;3082.36;14.88;45.84;21.63;6.35;21.04;26.22;13.70;63.99;
511 (s);8.42;3.66;55.06;754.06;609.05;3082.33;14.87;45.88;21.61;6.35;21.06;26.21;13.69;63.94;
521 (s);8.42;3.66;55.31;756.48;615.17;3082.41;14.88;45.92;21.62;6.36;21.08;26.22;13.68;63.99;
531 (s);8.50;3.67;55.30;492.69;632.68;3082.48;14.88;45.96;21.64;6.40;21.08;26.57;13.74;64.19;
541 (s);8.56;3.67;55.55;495.36;626.86;3082.59;14.89;46.06;21.66;6.45;21.10;27.24;13.80;64.45;
551 (s);8.60;3.68;55.79;499.16;628.37;3082.55;14.90;46.09;21.67;6.46;21.09;27.56;13.82;64.53;
561 (s);8.62;3.68;56.05;500.10;629.56;3082.70;14.91;46.12;21.66;6.48;21.16;27.74;13.85;64.66;
571 (s);8.65;3.68;56.04;497.90;628.41;3082.61;14.91;46.18;21.68;6.53;21.16;27.85;13.87;64.76;
581 (s);8.67;3.68;56.05;496.08;627.03;3082.68;14.92;46.24;21.69;6.53;21.11;27.95;13.89;64.69;
591 (s);8.68;3.68;56.04;496.72;627.95;3082.63;14.92;46.28;21.68;6.52;21.05;28.02;13.87;64.73;
