Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
30 (s);9.01;3.67;55.11;303.69;311.26;3094.45;12.39;49.11;29.30;6.43;20.56;32.26;11.53;65.04;
60 (s);8.95;3.67;56.32;301.76;310.21;3094.44;12.36;49.16;29.36;6.42;20.58;31.85;11.48;64.82;
90 (s);8.91;3.67;56.33;303.40;314.53;3094.22;12.33;49.21;29.30;6.42;20.59;31.72;11.47;64.86;
120 (s);8.89;3.67;56.32;304.15;312.28;3094.30;12.31;49.26;29.16;6.40;20.58;31.60;11.46;64.75;
150 (s);8.87;3.67;56.34;304.82;312.71;3094.19;12.29;49.31;29.00;6.38;20.59;31.46;11.43;64.62;
181 (s);8.85;3.67;56.33;304.36;313.56;3094.30;12.27;49.37;28.85;6.38;20.62;31.37;11.42;64.69;
211 (s);8.84;3.66;56.32;303.22;312.70;3094.15;12.25;49.42;28.68;6.37;20.60;31.37;11.44;64.60;
241 (s);8.83;3.66;56.35;303.17;312.69;3094.25;12.23;49.46;28.55;6.35;20.61;31.33;11.40;64.55;
271 (s);8.82;3.66;56.35;304.44;312.51;3094.05;12.21;49.52;28.45;6.33;20.63;31.29;11.40;64.69;
301 (s);8.81;3.66;56.08;305.70;311.40;3094.42;12.19;49.58;28.33;6.30;20.64;31.26;11.39;64.56;
331 (s);8.81;3.66;55.84;304.49;313.29;3094.27;12.18;49.63;28.20;6.32;20.64;31.25;11.38;64.62;
361 (s);8.80;3.66;55.85;302.63;324.26;3094.17;12.17;49.71;28.14;6.33;20.64;31.24;11.40;64.61;
392 (s);8.80;3.66;54.63;303.43;329.33;3094.33;12.16;49.77;28.07;6.34;20.68;31.22;11.51;64.55;
422 (s);8.80;3.66;53.43;303.59;325.60;3094.18;12.16;49.83;27.91;6.33;20.67;31.23;11.55;64.66;
452 (s);8.81;3.66;53.41;304.75;325.71;3094.32;12.15;49.89;27.81;6.31;20.70;31.23;11.56;64.62;
482 (s);8.80;3.66;52.93;303.93;327.82;3094.38;12.15;49.94;27.77;6.30;20.68;31.20;11.56;64.69;
512 (s);8.80;3.66;52.93;304.81;326.98;3094.26;12.16;49.99;27.71;6.30;20.69;31.20;11.58;64.61;
542 (s);8.80;3.66;52.92;303.55;327.06;3094.44;12.16;50.05;27.67;6.29;20.69;31.18;11.59;64.66;
572 (s);8.80;3.66;53.16;305.15;331.57;3094.36;12.16;50.11;27.69;6.31;20.70;31.22;11.61;64.52;
603 (s);8.80;3.66;53.19;305.39;330.84;3094.10;12.18;50.17;27.68;6.31;20.70;31.16;11.65;64.49;
633 (s);8.80;3.66;53.18;303.75;328.20;3094.19;12.20;50.24;27.69;6.34;20.71;31.20;11.66;64.61;
663 (s);8.80;3.66;53.42;305.53;330.16;3094.19;12.25;50.30;27.75;6.33;20.72;31.21;11.65;64.50;
693 (s);8.80;3.66;53.37;308.03;334.46;3094.61;12.24;50.30;27.69;6.32;20.73;31.15;11.69;64.66;
723 (s);8.80;3.66;53.41;305.70;330.39;3094.04;12.24;50.35;27.71;6.35;20.75;31.16;11.70;64.50;
753 (s);8.81;3.66;53.40;305.35;329.57;3094.29;12.25;50.40;27.71;6.36;20.72;31.15;11.71;64.61;
784 (s);8.81;3.66;53.41;303.16;327.33;3094.26;12.25;50.44;27.74;6.34;20.76;31.17;11.70;64.56;
814 (s);8.81;3.66;53.67;305.64;330.91;3094.38;12.26;50.48;27.68;6.36;20.77;31.21;11.71;64.57;
844 (s);8.82;3.66;53.91;306.43;332.76;3094.50;12.28;50.49;27.65;6.37;20.78;31.21;11.73;64.64;
874 (s);8.82;3.67;54.40;307.40;329.90;3094.46;12.28;50.51;27.62;6.38;20.78;31.22;11.75;64.66;
904 (s);8.83;3.66;53.90;304.66;329.75;3094.34;12.28;50.58;27.54;6.36;20.77;31.23;11.75;64.58;
934 (s);8.83;3.66;54.38;308.15;330.92;3094.46;12.28;50.61;27.53;6.37;20.78;31.19;11.75;64.71;
964 (s);8.83;3.67;54.38;306.03;330.22;3094.47;12.29;50.65;27.53;6.37;20.81;31.23;11.77;64.70;
995 (s);8.84;3.67;54.38;306.94;334.10;3094.31;12.30;50.76;27.55;6.39;20.81;31.21;11.79;64.67;
1025 (s);8.83;3.67;54.37;306.02;331.47;3094.42;12.30;50.80;27.53;6.41;20.79;31.23;11.78;64.74;
