Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);8.65;3.20;78.28;317.67;103.62;3339.66;11.67;48.23;26.10;2.50;19.62;30.81;7.43;70.34;
20 (s);8.60;3.18;90.40;317.55;100.44;3339.50;11.57;48.16;26.38;2.26;19.65;30.70;6.26;69.40;
30 (s);8.54;3.16;99.60;316.93;101.35;3339.26;11.49;48.11;26.53;2.13;19.66;30.59;5.62;68.37;
40 (s);8.48;3.15;103.94;316.86;100.62;3339.44;11.40;48.05;26.62;2.07;19.66;30.46;5.17;69.07;
50 (s);8.43;3.15;106.35;317.24;101.67;3339.30;11.33;48.00;26.64;2.01;19.67;30.31;4.90;68.39;
61 (s);8.38;3.14;107.58;314.04;99.27;3339.17;11.24;48.00;26.63;1.95;19.68;30.21;4.70;68.27;
71 (s);8.34;3.14;108.06;318.14;101.41;3339.20;11.15;48.00;26.62;1.90;19.70;30.04;4.54;67.74;
81 (s);8.31;3.13;108.30;317.75;97.60;3339.20;11.08;48.10;26.63;1.87;19.69;29.93;4.40;67.80;
91 (s);8.29;3.13;109.03;316.67;96.68;3339.24;10.99;48.17;26.66;1.85;19.68;29.81;4.27;68.22;
101 (s);8.26;3.13;57.34;317.43;97.02;3339.27;10.90;48.21;26.71;1.81;19.69;29.76;4.16;67.69;
111 (s);8.16;3.12;123.02;318.09;96.98;3339.10;10.80;48.23;26.63;1.79;19.70;29.68;4.06;67.82;
121 (s);8.07;3.10;54.38;319.11;95.91;3339.15;10.71;48.22;27.21;1.57;19.70;29.46;3.95;67.87;
131 (s);8.01;3.09;99.07;317.48;97.88;3339.12;10.60;48.20;27.78;1.46;19.70;29.19;3.78;67.19;
142 (s);7.97;3.07;120.57;319.19;95.74;3338.99;10.51;48.19;28.07;1.33;19.70;29.02;3.62;67.18;
152 (s);7.95;3.06;82.93;318.26;96.50;3338.93;10.43;48.19;28.14;1.20;19.70;28.88;3.47;67.10;
162 (s);7.93;3.05;63.16;318.44;95.76;3339.03;10.35;48.19;28.16;1.09;19.70;28.77;3.33;67.41;
