Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);8.71;3.64;57.06;396.12;328.79;3321.19;12.15;52.53;28.84;6.19;20.74;30.11;11.54;70.80;
10 (s);8.71;3.64;57.07;396.37;331.30;3321.23;12.15;52.53;28.85;6.20;20.74;30.10;11.54;70.46;
15 (s);8.71;3.64;57.07;395.67;331.03;3321.33;12.15;52.54;28.81;6.20;20.75;30.08;11.54;71.14;
20 (s);8.70;3.64;57.08;397.76;329.67;3321.31;12.14;52.55;28.78;6.19;20.75;30.09;11.54;70.34;
25 (s);8.70;3.64;57.07;395.87;330.03;3321.26;12.14;52.54;28.76;6.17;20.74;30.07;11.54;71.20;
30 (s);8.70;3.64;57.07;395.58;330.33;3321.39;12.14;52.54;28.75;6.18;20.71;30.08;11.54;70.03;
35 (s);8.70;3.64;57.07;396.60;330.08;3321.37;12.14;52.55;28.68;6.17;20.73;30.06;11.52;71.34;
40 (s);8.70;3.64;57.06;395.33;329.32;3321.30;12.14;52.55;28.66;6.17;20.74;30.06;11.52;69.85;
45 (s);8.70;3.64;57.07;396.52;328.31;3321.30;12.13;52.55;28.66;6.19;20.73;30.05;11.52;71.14;
50 (s);8.69;3.64;57.07;396.28;329.51;3321.23;12.14;52.55;28.65;6.17;20.74;30.05;11.52;70.18;
56 (s);8.69;3.64;57.06;395.65;331.29;3321.51;12.13;52.54;28.62;6.17;20.74;30.05;11.52;70.97;
61 (s);8.69;3.64;57.06;396.05;331.31;3321.49;12.13;52.55;28.57;6.16;20.74;30.04;11.52;70.69;
66 (s);8.69;3.64;57.07;396.27;330.94;3321.40;12.13;52.54;28.53;6.16;20.74;30.03;11.51;70.28;
71 (s);8.69;3.64;57.08;396.60;329.79;3321.15;12.12;52.55;28.47;6.15;20.76;30.01;11.52;71.34;
76 (s);8.69;3.64;57.08;396.18;329.14;3321.27;12.12;52.55;28.46;6.15;20.77;30.00;11.52;69.87;
81 (s);8.68;3.64;57.05;394.87;330.88;3321.38;12.11;52.57;28.43;6.14;20.76;30.02;11.52;70.94;
86 (s);8.68;3.64;57.06;396.41;331.28;3321.33;12.11;52.57;28.41;6.15;20.76;30.03;11.52;70.82;
91 (s);8.68;3.64;57.06;397.07;330.05;3321.40;12.11;52.58;28.40;6.17;20.75;30.02;11.51;69.90;
96 (s);8.68;3.64;57.07;395.69;330.05;3321.28;12.11;52.58;28.35;6.14;20.75;30.01;11.51;70.94;
101 (s);8.68;3.64;57.08;396.76;329.67;3321.22;12.11;52.56;28.31;6.14;20.77;29.99;11.51;70.43;
106 (s);8.68;3.63;57.07;396.13;330.80;3321.25;12.11;52.56;28.29;6.13;20.77;29.99;11.51;70.12;
111 (s);8.68;3.63;57.08;395.35;330.62;3321.32;12.10;52.57;28.27;6.13;20.77;29.98;11.50;71.10;
116 (s);8.68;3.63;57.07;397.82;329.32;3321.23;12.11;52.57;28.23;6.12;20.77;29.98;11.50;70.46;
121 (s);8.68;3.63;57.05;395.64;331.49;3321.31;12.10;52.58;28.21;6.12;20.77;29.97;11.50;70.09;
126 (s);8.68;3.63;57.07;395.03;331.13;3321.17;12.10;52.58;28.20;6.12;20.76;29.99;11.50;71.11;
131 (s);8.68;3.63;57.08;396.88;329.19;3321.29;12.10;52.57;28.19;6.10;20.76;30.01;11.50;70.50;
137 (s);8.68;3.63;57.06;395.42;328.54;3321.38;12.10;52.56;28.16;6.12;20.78;30.01;11.49;70.04;
142 (s);8.67;3.63;57.07;396.49;328.78;3321.25;12.10;52.57;28.11;6.12;20.78;29.98;11.49;70.90;
147 (s);8.67;3.63;57.07;397.47;331.17;3321.30;12.10;52.57;28.08;6.10;20.79;29.98;11.49;70.91;
152 (s);8.67;3.63;57.06;395.38;330.01;3321.25;12.10;52.57;28.07;6.12;20.81;29.97;11.50;69.85;
157 (s);8.67;3.63;57.06;396.20;330.10;3321.29;12.10;52.56;28.03;6.10;20.79;29.95;11.49;70.51;
162 (s);8.67;3.63;57.06;395.58;328.36;3321.33;12.10;52.58;28.00;6.09;20.78;29.96;11.50;70.98;
167 (s);8.67;3.63;57.06;395.34;331.96;3321.34;12.10;52.59;27.97;6.10;20.78;29.96;11.50;70.48;
172 (s);8.67;3.63;57.07;394.04;328.31;3321.41;12.09;52.61;27.97;6.10;20.79;29.95;11.50;69.84;
