Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);7.98;3.25;18.85;703.67;500.35;3503.53;9.32;49.67;20.41;2.94;18.96;24.94;9.52;70.94;
20 (s);7.99;3.26;19.37;709.17;507.19;3503.55;9.37;49.70;20.43;2.97;19.00;24.93;9.64;70.59;
30 (s);8.00;3.26;20.84;704.50;504.90;3503.68;9.43;49.72;20.52;3.00;19.00;24.93;9.74;70.70;
40 (s);8.01;3.26;22.05;706.40;505.51;3503.62;9.49;49.73;20.62;3.01;18.99;24.94;9.82;70.54;
50 (s);8.02;3.27;23.48;708.85;505.59;3503.52;9.56;49.74;20.60;3.06;19.02;24.89;9.88;70.75;
60 (s);8.04;3.27;24.96;708.04;504.90;3503.66;9.64;49.75;20.61;3.07;19.09;24.90;9.95;70.86;
70 (s);8.05;3.27;24.96;712.44;508.46;3503.36;9.70;49.76;20.60;3.08;19.13;24.92;10.02;70.65;
80 (s);8.07;3.27;26.20;708.26;504.29;3503.33;9.76;49.78;20.64;3.10;19.16;24.93;10.09;70.93;
90 (s);8.08;3.28;27.87;710.62;506.33;3503.78;9.81;49.80;20.64;3.13;19.17;24.96;10.16;70.91;
100 (s);8.09;3.28;30.81;708.95;506.66;3503.85;9.86;49.80;20.78;3.14;19.18;24.97;10.23;70.84;
110 (s);8.10;3.28;33.77;709.10;506.05;3503.41;9.92;49.81;20.99;3.15;19.20;24.98;10.29;71.13;
121 (s);8.11;3.28;36.60;712.08;506.82;3503.52;9.96;49.86;21.01;3.19;19.22;24.95;10.35;70.91;
131 (s);8.12;3.28;37.11;704.72;503.68;3503.80;10.01;49.88;21.05;3.21;19.24;24.97;10.40;71.02;
141 (s);8.12;3.29;38.59;709.62;504.43;3503.50;10.05;49.88;21.06;3.22;19.25;24.98;10.46;71.23;
151 (s);8.13;3.29;39.57;706.89;507.00;3503.24;10.10;49.89;21.06;3.23;19.27;24.99;10.51;70.91;
161 (s);8.14;3.29;41.26;711.12;506.54;3503.64;10.15;49.89;21.10;3.26;19.28;25.00;10.56;71.37;
171 (s);8.15;3.29;43.25;707.44;505.85;3503.38;10.20;49.91;21.16;3.27;19.31;25.03;10.62;71.24;
181 (s);8.16;3.30;45.66;712.18;507.02;3503.58;10.25;49.92;21.23;3.33;19.31;25.02;10.67;71.48;
191 (s);8.16;3.30;47.19;711.28;506.01;3503.54;10.31;49.93;21.28;3.34;19.31;25.05;10.74;71.34;
201 (s);8.16;3.30;47.60;707.25;506.07;3503.58;10.37;49.97;21.32;3.39;19.27;25.08;10.79;71.29;
211 (s);8.16;3.31;49.56;708.18;507.49;3503.26;10.42;49.98;21.33;3.41;19.22;25.05;10.83;71.24;
221 (s);8.16;3.31;50.75;711.50;506.97;3503.83;10.46;49.99;21.30;3.40;19.21;25.03;10.85;71.15;
231 (s);8.16;3.31;51.49;709.22;508.77;3503.53;10.50;50.01;21.29;3.44;19.25;25.04;10.86;71.33;
241 (s);8.16;3.31;51.48;705.89;505.65;3503.60;10.53;50.00;21.26;3.45;19.25;25.04;10.89;71.42;
251 (s);8.16;3.31;51.69;710.01;508.39;3503.37;10.56;50.00;21.23;3.44;19.24;25.05;10.90;71.23;
262 (s);8.16;3.31;52.48;709.54;506.62;3503.35;10.59;50.04;21.19;3.46;19.23;25.04;10.92;71.28;
272 (s);8.17;3.32;53.93;711.15;508.50;3504.00;10.61;50.04;21.14;3.49;19.25;25.04;10.93;71.38;
282 (s);8.17;3.32;55.87;710.03;505.56;3503.54;10.64;50.05;21.14;3.54;19.29;25.06;10.95;71.15;
292 (s);8.17;3.32;56.36;712.83;508.28;3503.45;10.67;50.06;21.12;3.55;19.29;25.07;10.96;71.13;
302 (s);8.17;3.33;57.81;705.44;505.56;3503.74;10.70;50.06;21.10;3.58;19.28;25.09;10.99;71.63;
312 (s);8.17;3.33;57.83;714.32;510.64;3503.37;10.73;50.07;21.05;3.63;19.29;25.09;11.00;71.35;
322 (s);8.17;3.33;58.92;708.55;505.71;3503.62;10.76;50.07;21.00;3.64;19.28;25.11;11.01;71.25;
332 (s);8.17;3.34;59.30;710.97;506.89;3503.73;10.78;50.08;20.98;3.68;19.27;25.11;11.02;71.52;
342 (s);8.16;3.34;59.52;710.99;507.46;3503.53;10.81;50.12;20.94;3.71;19.25;25.10;11.02;71.28;
352 (s);8.16;3.34;59.53;706.18;508.08;3503.42;10.83;50.13;20.91;3.73;19.25;25.12;11.03;71.41;
