Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
30 (s);9.03;3.23;102.27;410.05;137.24;3723.67;11.63;55.16;30.40;2.74;21.32;32.77;5.36;76.78;
60 (s);8.84;3.20;104.21;405.51;129.29;3723.21;11.37;55.11;30.83;2.48;21.35;31.81;4.78;75.66;
90 (s);8.75;3.18;63.15;408.69;129.46;3723.02;11.02;54.96;30.80;2.26;21.36;31.37;4.39;75.28;
120 (s);8.50;3.12;126.48;403.56;125.52;3722.66;10.64;54.54;30.71;1.78;21.38;30.80;3.97;74.43;
150 (s);8.38;3.07;97.27;405.86;124.73;3722.36;10.36;54.32;30.44;1.31;21.43;30.30;3.45;73.77;
180 (s);8.28;3.03;87.77;403.60;117.52;3721.00;10.08;54.29;30.07;0.93;21.45;29.98;3.01;70.53;
211 (s);8.19;3.00;59.50;403.45;116.79;3720.90;9.85;54.01;29.74;0.65;21.47;29.62;2.63;69.83;
241 (s);8.14;2.97;107.71;396.28;109.33;3720.12;9.67;53.78;29.42;0.36;21.52;29.38;2.32;69.67;
271 (s);8.10;2.94;65.44;398.86;107.03;3720.47;9.45;53.57;29.22;0.06;21.54;29.22;2.03;69.50;
301 (s);8.06;2.91;66.39;398.19;108.21;3720.50;9.27;53.41;29.05;-0.18;21.57;29.07;1.73;69.25;
331 (s);8.05;2.88;54.43;398.18;105.08;3721.01;9.12;53.29;28.95;-0.44;21.58;29.11;1.47;69.66;
361 (s);8.01;2.86;64.27;397.92;103.19;3719.94;8.96;53.18;28.81;-0.64;21.62;28.91;1.18;68.61;
391 (s);7.98;2.84;77.85;397.54;104.19;3719.89;8.79;53.05;28.68;-0.83;21.63;28.79;0.98;68.36;
422 (s);7.95;2.82;95.79;401.12;102.65;3719.59;8.66;52.96;28.59;-1.02;21.64;28.67;0.77;68.47;
452 (s);7.93;2.81;80.25;398.64;101.87;3720.30;8.53;52.87;28.49;-1.18;21.66;28.56;0.58;69.10;
482 (s);7.91;2.79;77.22;397.42;98.16;3719.68;8.37;52.79;28.37;-1.35;21.68;28.50;0.41;68.17;
512 (s);7.90;2.77;61.32;396.48;95.26;3719.91;8.22;52.70;28.33;-1.56;21.71;28.46;0.25;68.28;
542 (s);7.26;3.12;-0.08;394.72;96.97;18606.47;8.69;51.08;27.50;1.75;21.71;27.44;0.11;0.09;
572 (s);6.83;3.51;9.58;395.08;99.81;18566.96;11.15;47.29;24.54;5.10;21.74;24.27;0.66;0.09;
