Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);10.23;3.63;20.57;160.26;434.95;3322.89;11.37;54.57;29.94;6.11;21.03;37.70;12.31;73.19;
10 (s);10.24;3.63;20.58;160.00;433.80;3322.77;11.40;54.59;29.77;6.11;21.01;37.75;12.35;74.25;
15 (s);10.25;3.63;20.57;160.41;433.95;3322.58;11.44;54.62;29.50;6.11;21.00;37.74;12.38;75.90;
20 (s);10.26;3.63;20.56;160.70;434.42;3322.62;11.47;54.64;29.40;6.10;21.01;37.78;12.43;73.35;
25 (s);10.27;3.63;20.59;159.47;432.65;3322.81;11.50;54.66;29.28;6.10;21.01;37.84;12.48;75.52;
30 (s);10.29;3.63;20.56;160.28;435.13;3322.70;11.54;54.68;29.14;6.09;21.01;37.85;12.53;73.62;
35 (s);10.30;3.63;20.58;160.50;435.02;3322.73;11.58;54.69;29.04;6.08;21.00;37.83;12.60;74.51;
40 (s);10.32;3.63;20.82;160.33;435.74;3322.62;11.62;54.72;28.92;6.07;21.00;37.86;12.65;75.67;
45 (s);10.33;3.63;20.58;160.80;435.14;3322.89;11.65;54.75;28.86;6.07;21.00;37.92;12.69;73.55;
51 (s);10.35;3.63;20.58;160.76;435.25;3323.02;11.69;54.75;28.80;6.08;20.99;37.94;12.72;76.02;
56 (s);10.36;3.63;23.25;160.31;434.75;3322.83;11.73;54.77;28.73;6.08;20.98;37.98;12.74;73.55;
61 (s);10.38;3.63;23.23;160.01;433.07;3322.84;11.77;54.80;28.75;6.09;20.98;37.99;12.78;76.24;
66 (s);10.39;3.63;24.45;159.94;431.78;3322.89;11.80;54.82;28.77;6.08;20.98;38.08;12.81;74.30;
71 (s);10.40;3.63;26.18;160.27;433.04;3322.70;11.84;54.85;28.83;6.10;20.98;38.12;12.84;74.60;
76 (s);10.41;3.63;27.37;160.22;432.76;3322.91;11.88;54.86;28.87;6.13;20.99;38.14;12.89;75.64;
81 (s);10.43;3.63;28.85;160.29;434.58;3322.78;11.92;54.89;28.96;6.12;20.99;38.14;12.93;73.86;
86 (s);10.44;3.64;28.84;160.77;434.91;3323.04;11.96;54.90;29.05;6.16;21.00;38.14;12.95;74.76;
91 (s);10.46;3.64;28.86;159.91;433.35;3323.05;11.99;54.91;29.09;6.16;21.00;38.21;12.97;76.30;
96 (s);10.47;3.64;31.75;160.42;434.06;3322.91;12.02;54.94;29.12;6.21;20.99;38.23;13.00;75.17;
101 (s);10.49;3.65;31.75;160.07;434.07;3322.91;12.05;54.95;29.23;6.21;20.99;38.25;13.02;74.01;
106 (s);10.50;3.65;32.97;159.50;433.71;3322.92;12.09;54.98;29.37;6.24;21.00;38.30;13.05;73.96;
