Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
30 (s);9.01;3.83;81.86;375.09;413.96;3531.55;14.18;51.32;24.25;7.68;21.62;31.08;13.53;75.25;
60 (s);9.04;3.82;81.87;374.63;412.43;3531.30;14.00;51.61;24.38;7.62;21.63;31.26;13.37;75.31;
90 (s);9.04;3.82;78.96;374.48;412.30;3531.04;13.84;51.90;24.52;7.57;21.61;31.41;13.26;75.42;
120 (s);9.05;3.82;77.51;376.98;412.27;3531.45;13.63;52.13;24.67;7.55;21.64;31.46;13.15;75.16;
150 (s);9.05;3.81;74.81;375.76;411.86;3530.98;13.47;52.31;24.85;7.54;21.63;31.53;13.09;75.36;
181 (s);9.05;3.81;71.68;375.31;413.50;3531.24;13.34;52.46;25.05;7.51;21.62;31.58;13.02;75.75;
211 (s);9.05;3.81;68.02;375.76;414.34;3531.13;13.28;52.60;25.27;7.49;21.62;31.59;12.97;75.34;
241 (s);9.06;3.80;64.51;377.49;413.09;3531.12;13.17;52.70;25.44;7.46;21.66;31.59;12.93;75.44;
271 (s);9.07;3.80;62.44;375.80;412.04;3531.28;13.08;52.80;25.61;7.41;21.64;31.70;12.89;75.27;
301 (s);9.08;3.79;60.48;375.51;410.88;3531.21;13.00;52.88;25.80;7.35;21.64;31.68;12.87;75.34;
331 (s);9.09;3.78;59.26;376.86;412.22;3531.24;12.95;52.89;25.94;7.31;21.67;31.72;12.87;75.14;
361 (s);9.11;3.78;57.81;376.52;411.48;3531.34;12.93;53.00;26.03;7.27;21.64;31.72;12.87;75.30;
392 (s);9.12;3.77;57.30;377.76;416.13;3531.44;12.89;53.06;26.11;7.21;21.65;31.68;12.87;75.27;
422 (s);9.13;3.77;56.58;378.34;415.48;3531.18;12.87;53.11;26.18;7.18;21.65;31.72;12.89;75.40;
452 (s);9.15;3.76;56.58;376.79;414.62;3531.31;12.87;53.21;26.25;7.15;21.64;31.70;12.89;75.42;
482 (s);9.15;3.76;56.57;378.38;413.49;3531.16;12.87;53.27;26.28;7.11;21.67;31.75;12.92;75.69;
512 (s);9.17;3.75;56.57;375.22;412.52;3531.34;12.90;53.30;26.26;7.07;21.64;31.76;12.90;75.46;
542 (s);9.18;3.75;56.58;376.68;415.44;3531.37;12.99;53.29;26.26;7.05;21.68;31.80;12.92;75.61;
573 (s);9.19;3.75;56.57;376.11;412.08;3531.34;12.98;53.33;26.23;7.01;21.68;31.79;12.93;75.76;
603 (s);9.20;3.74;57.80;374.26;411.90;3531.62;12.93;53.48;26.18;7.00;21.67;31.83;12.93;75.41;
633 (s);9.20;3.75;59.03;376.41;412.87;3531.56;12.91;53.52;26.12;7.01;21.70;31.83;12.95;75.62;
663 (s);9.21;3.75;59.26;374.62;411.69;3531.07;12.94;53.61;26.10;7.01;21.70;31.85;12.98;75.67;
693 (s);9.21;3.74;59.51;375.63;411.40;3531.24;12.91;53.63;25.99;6.99;21.70;31.83;12.97;75.72;
723 (s);9.21;3.75;60.47;374.05;411.13;3531.48;12.90;53.70;25.93;7.01;21.69;31.90;12.99;75.44;
753 (s);9.22;3.75;61.94;376.00;411.60;3531.69;12.95;53.71;25.89;7.03;21.71;31.85;13.01;75.87;
784 (s);9.22;3.75;61.93;373.76;411.01;3531.63;13.01;53.78;25.85;7.02;21.71;31.90;13.01;75.86;
814 (s);9.22;3.75;61.93;374.81;412.88;3531.51;13.02;53.86;25.81;7.01;21.72;31.86;13.02;75.80;
844 (s);9.23;3.75;60.47;376.97;411.72;3531.54;13.08;53.82;25.74;7.01;21.73;31.87;13.01;75.82;
874 (s);9.23;3.75;61.91;372.87;408.99;3531.58;13.01;53.90;25.70;7.00;21.72;31.90;13.02;75.56;
904 (s);9.23;3.75;61.94;376.33;412.52;3531.36;13.07;53.95;25.65;7.01;21.73;31.90;13.02;75.55;
934 (s);9.23;3.75;61.91;373.14;413.57;3531.75;13.12;53.92;25.60;7.01;21.72;31.89;13.02;75.85;
965 (s);9.23;3.75;61.93;375.74;411.23;3531.71;13.10;53.95;25.59;7.02;21.73;31.89;13.03;75.69;
995 (s);9.24;3.75;61.94;372.42;410.18;3531.61;13.04;54.08;25.58;7.03;21.73;31.91;13.02;75.78;
1025 (s);9.23;3.75;62.42;377.57;414.41;3531.22;13.13;54.05;25.56;7.04;21.76;31.93;13.02;75.64;
1055 (s);9.24;3.74;60.21;375.58;412.15;3531.49;13.16;54.05;25.48;6.99;21.76;31.94;13.05;75.79;
1085 (s);9.24;3.75;61.92;376.45;415.97;3531.49;13.08;54.15;25.51;7.00;21.79;31.93;13.04;75.92;
1115 (s);9.24;3.75;63.63;375.91;414.84;3531.58;13.07;54.26;25.50;7.06;21.78;31.93;13.06;75.89;
1146 (s);9.25;3.75;63.63;374.66;410.98;3532.01;13.15;54.22;25.49;7.06;21.77;32.01;13.04;75.58;
1176 (s);9.25;3.75;62.80;376.53;412.86;3531.45;13.17;54.24;25.49;7.05;21.79;31.97;13.05;76.12;
1206 (s);9.25;3.75;61.93;375.07;413.24;3531.53;13.15;54.30;25.47;7.06;21.80;31.95;13.06;76.02;
1236 (s);9.24;3.75;62.91;376.70;415.42;3531.26;13.13;54.37;25.48;7.07;21.77;31.97;13.07;75.96;
1266 (s);9.25;3.75;62.92;374.06;411.40;3531.67;13.16;54.41;25.47;7.08;21.79;31.93;13.07;75.99;
1296 (s);9.25;3.76;62.66;376.13;414.52;3531.56;13.15;54.48;25.45;7.09;21.82;31.96;13.08;76.02;
1326 (s);9.26;3.75;60.47;377.14;414.41;3531.95;13.18;54.48;25.43;7.06;21.83;31.96;13.10;75.90;
1356 (s);9.26;3.75;60.45;377.81;413.34;3531.72;13.16;54.47;25.39;7.07;21.81;31.99;13.10;75.91;
