Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);10.92;4.47;97.67;307.84;263.92;2715.00;18.41;59.69;32.04;12.27;27.20;38.98;17.84;65.74;
10 (s);10.90;4.47;97.42;307.43;263.79;2715.13;18.38;59.68;32.08;12.27;27.20;38.96;17.78;65.77;
15 (s);10.88;4.47;97.43;309.26;265.89;2715.03;18.34;59.68;32.15;12.26;27.21;38.90;17.67;65.69;
20 (s);10.87;4.47;97.42;304.88;262.47;2715.11;18.30;59.67;32.19;12.27;27.21;38.85;17.60;65.80;
25 (s);10.85;4.47;97.43;307.39;263.04;2714.92;18.26;59.67;32.24;12.28;27.19;38.86;17.54;65.72;
30 (s);10.84;4.48;96.93;306.73;265.21;2715.02;18.22;59.66;32.29;12.31;27.18;38.82;17.47;65.65;
35 (s);10.82;4.47;95.99;308.16;263.36;2715.04;18.16;59.65;32.35;12.28;27.17;38.81;17.41;65.52;
40 (s);10.80;4.47;95.09;306.93;262.24;2715.04;18.11;59.65;32.40;12.27;27.17;38.76;17.38;65.45;
45 (s);10.78;4.47;94.27;307.02;260.39;2714.99;18.06;59.64;32.46;12.26;27.18;38.70;17.35;65.45;
51 (s);10.77;4.47;93.30;308.46;262.59;2714.89;18.02;59.64;32.51;12.27;27.19;38.67;17.32;65.38;
56 (s);10.77;4.47;91.36;307.72;266.21;2714.84;17.97;59.61;32.58;12.26;27.20;38.60;17.26;65.43;
61 (s);10.76;4.47;90.18;306.53;261.80;2714.83;17.94;59.58;32.64;12.25;27.20;38.60;17.18;65.47;
66 (s);10.75;4.47;88.91;306.72;264.41;2715.00;17.90;59.57;32.70;12.24;27.22;38.60;17.13;65.41;
71 (s);10.75;4.46;87.46;309.41;262.83;2714.83;17.86;59.56;32.78;12.23;27.23;38.61;17.11;65.34;
76 (s);10.74;4.46;86.98;309.07;265.27;2714.89;17.81;59.55;32.86;12.22;27.24;38.61;17.07;65.30;
81 (s);10.74;4.46;86.26;307.91;264.73;2714.83;17.76;59.53;32.94;12.23;27.25;38.57;17.04;65.40;
86 (s);10.74;4.46;85.03;306.56;261.90;2714.99;17.71;59.52;33.02;12.20;27.25;38.55;17.03;65.33;
91 (s);10.74;4.46;84.05;309.64;264.86;2714.86;17.66;59.52;33.10;12.20;27.25;38.60;17.01;65.45;
96 (s);10.73;4.46;83.07;307.18;262.72;2715.00;17.61;59.51;33.18;12.19;27.25;38.59;16.98;65.36;
101 (s);10.73;4.46;81.89;309.19;263.89;2714.95;17.56;59.50;33.26;12.18;27.26;38.55;16.93;65.41;
106 (s);10.73;4.46;80.66;305.83;262.87;2714.95;17.52;59.48;33.35;12.18;27.27;38.54;16.90;65.32;
111 (s);10.72;4.45;67.04;307.83;263.31;2714.94;17.48;59.48;33.43;12.17;27.29;38.56;16.88;65.34;
116 (s);10.71;4.45;62.57;308.39;263.87;2714.85;17.45;59.47;33.50;12.16;27.30;38.57;16.83;65.31;
122 (s);10.71;4.45;62.98;308.30;265.12;2714.90;17.40;59.45;33.54;12.15;27.30;38.56;16.79;65.15;
127 (s);10.70;4.45;64.66;305.22;262.75;2715.01;17.35;59.43;33.52;12.15;27.30;38.56;16.78;65.31;
132 (s);10.70;4.45;64.27;307.10;262.47;2714.93;17.31;59.42;33.54;12.12;27.30;38.54;16.79;65.11;
137 (s);10.69;4.45;67.83;306.38;261.35;2714.95;17.26;59.40;33.49;12.11;27.30;38.54;16.78;65.19;
142 (s);10.68;4.45;72.06;306.67;264.37;2714.80;17.22;59.38;33.42;12.11;27.29;38.53;16.77;65.15;
147 (s);10.67;4.44;58.40;307.86;264.73;2714.96;17.16;59.36;33.59;12.06;27.28;38.50;16.78;65.16;
152 (s);10.65;4.44;77.52;309.43;265.17;2714.92;17.12;59.34;33.82;12.08;27.28;38.48;16.78;65.02;
157 (s);10.64;4.44;64.86;307.73;263.40;2714.98;17.10;59.32;34.03;12.04;27.28;38.46;16.78;65.06;
162 (s);10.64;4.43;73.71;306.30;261.21;2714.89;17.08;59.29;34.25;12.03;27.28;38.41;16.76;64.90;
167 (s);10.63;4.43;65.45;308.57;261.81;2714.72;17.06;59.26;34.53;12.03;27.29;38.41;16.76;65.07;
172 (s);10.63;4.43;70.44;309.40;262.16;2714.65;17.04;59.24;34.71;12.00;27.30;38.40;16.75;64.99;
177 (s);10.63;4.43;69.53;308.53;261.72;2714.79;17.01;59.22;34.85;11.99;27.30;38.40;16.74;64.94;
182 (s);10.63;4.42;65.19;307.98;263.76;2714.81;16.98;59.21;34.99;11.96;27.30;38.39;16.70;64.95;
188 (s);10.63;4.42;66.60;310.26;262.14;2714.81;16.94;59.18;35.14;11.94;27.30;38.36;16.65;64.93;
193 (s);10.63;4.42;63.84;310.31;264.69;2714.85;16.90;59.17;35.24;11.92;27.30;38.35;16.63;65.03;
198 (s);10.63;4.41;67.47;310.26;260.51;2714.80;16.86;59.16;35.34;11.89;27.31;38.34;16.61;64.98;
203 (s);10.63;4.41;63.22;311.21;264.85;2714.90;16.82;59.14;35.42;11.88;27.32;38.34;16.57;65.00;
208 (s);10.64;4.41;63.92;313.31;262.46;2715.02;16.77;59.12;35.48;11.85;27.33;38.33;16.56;64.93;
213 (s);10.64;4.41;63.22;309.20;265.06;2714.69;16.74;59.11;35.50;11.84;27.32;38.34;16.53;65.04;
218 (s);10.64;4.40;62.84;309.15;263.05;2714.93;16.70;59.09;35.53;11.82;27.33;38.35;16.51;64.97;
223 (s);10.65;4.40;61.34;311.51;265.04;2714.98;16.68;59.09;35.56;11.81;27.34;38.34;16.49;64.99;
228 (s);10.65;4.40;60.67;309.38;262.56;2714.77;16.65;59.09;35.58;11.81;27.34;38.34;16.49;64.96;
233 (s);10.65;4.40;63.14;309.25;265.17;2714.85;16.63;59.08;35.62;11.77;27.35;38.34;16.45;64.96;
238 (s);10.66;4.40;60.14;310.30;261.94;2714.75;16.60;59.07;35.66;11.78;27.37;38.35;16.43;64.94;
243 (s);10.66;4.39;53.76;308.22;261.46;2714.79;16.58;59.06;35.65;11.74;27.40;38.34;16.42;65.09;
249 (s);10.66;4.39;57.85;311.03;263.37;2714.74;16.56;59.05;35.61;11.74;27.41;38.37;16.42;65.02;
254 (s);10.67;4.39;58.72;312.23;262.90;2714.86;16.53;59.03;35.59;11.73;27.41;38.35;16.43;65.02;
259 (s);10.67;4.39;57.47;308.97;262.80;2715.04;16.51;59.02;35.58;11.72;27.40;38.36;16.43;64.93;
264 (s);10.68;4.39;58.46;308.72;261.67;2714.90;16.49;59.01;35.57;11.70;27.38;38.37;16.42;65.00;
269 (s);10.69;4.38;58.53;311.04;264.86;2714.97;16.47;59.00;35.54;11.68;27.37;38.36;16.44;65.02;
274 (s);10.69;4.38;57.95;311.55;262.49;2714.78;16.45;58.99;35.69;11.67;27.37;38.37;16.42;65.09;
279 (s);10.69;4.38;55.98;309.54;264.16;2714.70;16.43;58.99;35.77;11.63;27.39;38.39;16.41;65.04;
