Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);8.41;3.51;18.87;611.21;746.25;3380.72;11.33;50.54;20.59;5.13;20.06;26.71;12.60;69.84;
20 (s);8.44;3.52;18.87;608.66;747.22;3381.07;11.41;50.59;20.20;5.21;20.06;26.73;12.79;69.89;
30 (s);8.47;3.52;18.87;608.67;745.63;3380.93;11.47;50.60;19.64;5.23;20.08;26.73;12.91;69.47;
40 (s);8.50;3.53;18.87;610.87;746.39;3381.10;11.53;50.62;19.49;5.26;20.04;26.75;13.04;69.97;
50 (s);8.52;3.53;18.87;604.21;739.69;3381.08;11.58;50.65;19.66;5.25;20.00;26.73;13.15;70.46;
60 (s);8.54;3.53;20.35;609.27;746.02;3381.21;11.65;50.69;19.77;5.29;19.99;26.73;13.23;70.52;
70 (s);8.56;3.53;24.25;602.11;737.08;3381.19;11.72;50.71;19.84;5.31;20.02;26.72;13.30;70.70;
80 (s);8.58;3.54;28.61;606.83;743.65;3381.05;11.79;50.72;20.02;5.34;20.07;26.75;13.38;70.52;
90 (s);8.60;3.54;32.98;606.72;740.68;3381.22;11.87;50.77;20.33;5.37;20.12;26.78;13.48;70.04;
100 (s);8.62;3.54;35.93;605.53;735.30;3381.30;11.96;50.83;20.55;5.40;20.16;26.80;13.60;69.50;
110 (s);8.63;3.55;38.92;606.91;739.64;3381.31;12.04;50.86;20.64;5.43;20.17;26.85;13.69;70.75;
120 (s);8.65;3.55;40.06;610.82;741.84;3381.17;12.12;50.89;20.76;5.44;20.21;26.87;13.79;69.58;
131 (s);8.66;3.56;41.26;606.96;741.11;3381.38;12.17;50.92;20.85;5.50;20.22;26.90;13.86;71.14;
141 (s);8.67;3.56;42.45;606.25;739.08;3381.19;12.22;50.94;20.91;5.51;20.22;26.91;13.92;69.57;
151 (s);8.68;3.56;42.73;605.66;742.08;3381.21;12.27;50.96;20.94;5.53;20.20;26.93;13.96;70.83;
161 (s);8.70;3.56;44.14;605.27;741.49;3381.25;12.32;50.97;20.94;5.51;20.19;26.94;13.98;70.82;
171 (s);8.70;3.56;45.89;607.49;744.14;3381.25;12.37;50.96;20.99;5.51;20.19;26.94;14.00;69.85;
181 (s);8.71;3.56;47.58;609.07;743.18;3381.22;12.42;50.97;21.02;5.53;20.20;26.94;14.02;70.06;
191 (s);8.71;3.56;49.56;600.01;737.46;3381.47;12.47;51.00;21.08;5.55;20.21;26.97;14.05;71.21;
201 (s);8.72;3.57;51.00;603.58;744.01;3381.22;12.51;51.01;21.12;5.59;20.24;26.98;14.07;70.67;
211 (s);8.73;3.57;52.70;607.09;746.38;3381.27;12.55;51.02;21.14;5.63;20.29;27.01;14.10;70.06;
221 (s);8.73;3.57;53.69;607.88;743.48;3381.14;12.58;51.05;21.16;5.64;20.33;27.05;14.13;69.74;
232 (s);8.74;3.58;54.43;607.05;744.61;3381.23;12.62;51.07;21.15;5.67;20.34;27.07;14.16;69.79;
242 (s);8.74;3.58;55.06;610.82;746.47;3381.42;12.67;51.09;21.18;5.70;20.31;27.10;14.20;69.88;
252 (s);8.75;3.58;56.11;609.61;746.52;3381.31;12.70;51.08;21.17;5.71;20.28;27.10;14.21;70.10;
262 (s);8.75;3.59;57.58;605.83;745.47;3381.39;12.74;51.10;21.20;5.73;20.27;27.10;14.22;69.93;
272 (s);8.75;3.59;61.31;611.00;749.47;3381.29;12.78;51.15;21.23;5.79;20.30;27.10;14.23;69.81;
282 (s);8.75;3.60;61.47;604.80;744.82;3381.26;12.81;51.20;21.24;5.86;20.33;27.13;14.25;70.00;
292 (s);8.75;3.60;61.47;607.44;749.93;3381.47;12.83;51.24;21.25;5.88;20.36;27.17;14.28;70.35;
302 (s);8.75;3.61;61.96;607.18;751.59;3381.48;12.86;51.26;21.26;5.94;20.36;27.20;14.31;71.09;
312 (s);8.75;3.62;61.95;607.62;749.52;3381.58;12.89;51.30;21.26;5.98;20.37;27.20;14.31;71.42;
322 (s);8.76;3.62;61.96;604.68;746.75;3381.27;12.91;51.34;21.24;6.01;20.38;27.23;14.31;70.74;
332 (s);8.76;3.62;61.95;605.64;744.77;3381.45;12.93;51.35;21.24;6.04;20.38;27.26;14.32;70.08;
342 (s);8.76;3.63;61.95;606.97;747.90;3381.33;12.96;51.37;21.24;6.07;20.34;27.27;14.33;71.36;
352 (s);8.76;3.63;61.95;610.66;749.88;3381.38;12.99;51.39;21.23;6.08;20.33;27.28;14.33;71.12;
362 (s);8.76;3.63;61.96;607.59;746.70;3381.34;13.01;51.42;21.24;6.11;20.32;27.27;14.33;70.04;
372 (s);8.75;3.64;62.92;608.37;752.07;3381.32;13.03;51.44;21.25;6.15;20.26;27.29;14.32;71.01;
382 (s);8.75;3.64;62.92;609.14;745.57;3381.35;13.04;51.44;21.23;6.16;20.26;27.26;14.30;71.43;
392 (s);8.75;3.64;62.94;608.58;750.79;3381.40;13.06;51.44;21.21;6.16;20.29;27.26;14.27;70.32;
402 (s);8.75;3.64;62.94;609.00;751.19;3381.18;13.07;51.46;21.19;6.20;20.31;27.27;14.26;70.60;
413 (s);8.75;3.65;62.94;606.98;752.52;3381.39;13.09;51.46;21.19;6.21;20.31;27.28;14.26;71.32;
423 (s);8.75;3.65;62.93;608.98;752.65;3381.41;13.11;51.45;21.19;6.23;20.34;27.31;14.26;70.72;
433 (s);8.75;3.65;62.95;606.83;749.83;3381.22;13.13;51.45;21.19;6.26;20.35;27.30;14.25;70.55;
443 (s);8.75;3.65;62.94;610.47;758.27;3381.40;13.14;51.46;21.17;6.27;20.36;27.33;14.25;71.43;
453 (s);8.75;3.66;62.92;614.36;754.30;3381.36;13.16;51.46;21.16;6.34;20.35;27.35;14.26;70.69;
463 (s);8.75;3.66;62.93;606.81;752.64;3381.34;13.16;51.47;21.17;6.34;20.34;27.35;14.24;70.63;
473 (s);8.75;3.67;62.95;608.29;750.91;3381.17;13.16;51.48;21.16;6.37;20.35;27.37;14.23;71.60;
483 (s);8.74;3.67;62.94;611.71;755.33;3381.35;13.16;51.50;21.16;6.40;20.36;27.38;14.22;70.07;
493 (s);8.75;3.67;62.94;607.94;751.24;3381.29;13.17;51.53;21.16;6.41;20.37;27.38;14.23;71.29;
503 (s);8.75;3.67;62.94;609.73;752.25;3381.06;13.18;51.54;21.15;6.44;20.39;27.39;14.24;70.43;
513 (s);8.75;3.67;62.95;609.79;752.90;3381.23;13.19;51.54;21.15;6.45;20.43;27.42;14.25;70.85;
524 (s);8.75;3.68;62.93;608.14;750.99;3381.18;13.21;51.56;21.15;6.51;20.45;27.43;14.26;71.65;
534 (s);8.75;3.68;62.94;610.67;749.78;3381.34;13.24;51.57;21.15;6.51;20.43;27.45;14.28;70.30;
544 (s);8.75;3.68;62.95;609.04;750.22;3381.38;13.26;51.61;21.16;6.50;20.42;27.46;14.29;71.54;
554 (s);8.76;3.69;62.95;605.45;748.32;3381.32;13.29;51.60;21.16;6.55;20.42;27.48;14.29;70.48;
564 (s);8.75;3.69;64.14;607.00;752.95;3381.26;13.31;51.63;21.20;6.58;20.40;27.47;14.30;71.46;
574 (s);8.75;3.70;64.62;608.92;754.87;3381.37;13.33;51.65;21.22;6.62;20.39;27.48;14.31;70.78;
584 (s);8.75;3.70;67.06;610.04;758.11;3381.37;13.35;51.67;21.24;6.67;20.40;27.50;14.32;71.14;
594 (s);8.74;3.71;68.04;606.11;751.30;3381.37;13.37;51.70;21.27;6.70;20.40;27.50;14.33;70.82;
605 (s);8.74;3.71;68.05;611.26;759.29;3381.29;13.38;51.71;21.28;6.74;20.41;27.53;14.34;71.50;
615 (s);8.74;3.72;68.05;608.09;754.51;3381.40;13.37;51.72;21.28;6.78;20.44;27.55;14.33;70.72;
625 (s);8.74;3.72;68.05;608.67;755.10;3381.21;13.37;51.73;21.28;6.79;20.43;27.56;14.33;70.82;
635 (s);8.74;3.72;67.31;609.85;753.00;3381.19;13.38;51.73;21.27;6.82;20.45;27.58;14.32;71.08;
645 (s);8.74;3.72;65.37;610.24;752.07;3381.22;13.37;51.73;21.27;6.83;20.46;27.57;14.30;70.27;
