Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
30 (s);9.12;3.63;48.31;206.01;319.38;3093.61;12.40;39.82;27.51;6.10;20.42;33.22;11.58;64.43;
60 (s);9.14;3.64;48.50;205.96;319.51;3093.55;12.41;40.07;27.71;6.14;20.40;33.27;11.62;64.38;
90 (s);9.15;3.63;49.28;206.80;321.38;3093.66;12.41;40.29;27.74;6.11;20.41;33.32;11.61;64.50;
120 (s);9.17;3.63;50.49;206.03;317.44;3093.61;12.41;40.58;27.82;6.11;20.43;33.45;11.60;64.53;
150 (s);9.18;3.64;51.45;204.38;317.91;3093.62;12.42;40.87;27.97;6.15;20.43;33.48;11.61;64.75;
181 (s);9.20;3.64;50.74;204.81;318.72;3093.62;12.45;41.20;27.97;6.17;20.44;33.51;11.66;64.77;
211 (s);9.21;3.64;51.71;204.79;318.54;3093.57;12.46;41.60;28.11;6.17;20.45;33.56;11.64;64.79;
241 (s);9.22;3.64;51.93;206.31;320.36;3093.80;12.45;42.06;28.23;6.20;20.46;33.69;11.65;64.83;
271 (s);9.23;3.65;51.93;204.78;320.72;3093.83;12.45;42.41;28.22;6.22;20.46;33.66;11.65;64.94;
301 (s);9.24;3.65;51.95;205.99;320.62;3093.74;12.45;42.77;28.32;6.22;20.45;33.69;11.68;64.94;
331 (s);9.24;3.65;51.95;205.98;321.70;3093.80;12.45;43.10;28.36;6.25;20.46;33.68;11.68;65.14;
361 (s);9.25;3.65;51.94;204.75;320.66;3093.89;12.45;43.39;28.40;6.25;20.49;33.72;11.69;65.14;
