Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);9.73;3.66;18.87;522.54;514.03;3675.86;11.92;56.31;17.98;6.34;24.29;32.30;13.59;76.74;
20 (s);9.77;3.67;18.87;523.37;516.69;3676.25;12.03;56.32;18.55;6.40;24.32;32.32;13.72;77.22;
30 (s);9.81;3.66;18.87;522.39;515.63;3676.24;12.16;56.35;19.82;6.35;24.34;32.39;13.85;76.89;
40 (s);9.84;3.67;22.75;522.04;516.14;3676.05;12.26;56.40;21.74;6.42;24.35;32.38;14.00;77.28;
50 (s);9.87;3.68;22.98;521.86;517.48;3676.34;12.36;56.43;22.86;6.49;24.33;32.41;14.14;77.58;
60 (s);9.89;3.68;25.47;524.36;518.82;3675.69;12.48;56.47;23.47;6.53;24.33;32.42;14.28;77.47;
70 (s);9.92;3.69;30.43;523.65;519.24;3676.19;12.58;56.52;24.01;6.57;24.34;32.47;14.38;77.69;
80 (s);9.95;3.69;35.92;524.58;520.37;3677.52;12.70;56.54;24.58;6.61;24.35;32.47;14.48;80.89;
90 (s);9.99;3.70;42.49;524.43;518.87;3677.51;12.79;56.63;24.97;6.65;24.36;32.54;14.57;81.02;
100 (s);10.02;3.71;45.48;526.33;519.69;3677.60;12.87;56.71;25.42;6.69;24.36;32.60;14.64;81.05;
110 (s);10.04;3.71;46.61;522.66;520.25;3677.74;12.97;56.78;25.76;6.73;24.36;32.66;14.73;81.08;
120 (s);10.05;3.72;48.33;523.33;518.88;3677.51;13.05;56.84;25.92;6.78;24.36;32.68;14.81;81.12;
130 (s);10.07;3.72;52.70;524.61;520.99;3677.71;13.13;56.91;26.04;6.83;24.35;32.71;14.87;81.21;
141 (s);10.08;3.73;53.94;522.11;518.21;3677.71;13.22;56.98;26.06;6.88;24.34;32.73;14.94;81.29;
151 (s);10.09;3.73;54.43;523.64;519.64;3677.69;13.30;57.03;26.18;6.92;24.34;32.76;14.99;81.24;
161 (s);10.10;3.74;54.43;525.37;521.24;3677.78;13.38;57.08;26.18;6.93;24.34;32.79;15.06;81.38;
171 (s);10.11;3.74;54.67;523.63;521.87;3677.87;13.44;57.14;26.16;6.95;24.33;32.81;15.10;81.33;
181 (s);10.12;3.74;56.36;520.24;518.58;3677.63;13.50;57.16;26.13;6.97;24.33;32.83;15.15;81.32;
191 (s);10.13;3.75;57.83;522.88;519.50;3677.89;13.56;57.21;26.15;7.00;24.34;32.84;15.18;81.46;
201 (s);10.14;3.75;58.06;522.58;519.56;3677.84;13.62;57.27;26.13;7.02;24.34;32.86;15.20;81.42;
211 (s);10.14;3.75;61.58;522.76;519.91;3677.80;13.69;57.36;26.13;7.07;24.33;32.88;15.22;81.51;
222 (s);10.14;3.76;64.13;522.46;521.80;3677.92;13.74;57.38;26.13;7.14;24.33;32.88;15.25;81.38;
232 (s);10.14;3.77;65.11;521.39;519.86;3677.74;13.81;57.44;26.13;7.20;24.33;32.91;15.28;81.59;
242 (s);10.15;3.77;65.60;519.12;516.30;3677.44;13.86;57.46;26.12;7.22;24.34;32.92;15.30;81.59;
252 (s);10.15;3.78;66.82;522.78;520.16;3677.72;13.90;57.50;26.10;7.26;24.35;32.95;15.32;81.64;
262 (s);10.15;3.78;67.07;522.48;521.05;3677.93;13.95;57.49;26.07;7.31;24.37;32.98;15.33;81.52;
272 (s);10.15;3.79;68.28;521.43;518.96;3677.92;13.99;57.53;26.06;7.37;24.40;33.01;15.35;81.69;
282 (s);10.15;3.80;68.99;523.40;519.77;3677.93;14.04;57.59;26.03;7.40;24.42;33.03;15.36;81.77;
292 (s);10.15;3.81;69.47;517.60;515.85;3678.05;14.08;57.61;26.01;7.47;24.43;33.05;15.37;81.85;
302 (s);10.16;3.81;69.48;520.91;517.45;3677.57;14.12;57.64;25.98;7.52;24.41;33.10;15.36;81.81;
312 (s);10.16;3.81;69.72;521.19;520.65;3677.47;14.16;57.70;25.93;7.54;24.43;33.12;15.38;81.84;
322 (s);10.16;3.82;70.23;518.38;521.50;3677.75;14.20;57.73;25.90;7.59;24.44;33.15;15.37;81.68;
333 (s);10.16;3.83;71.44;523.60;521.35;3677.91;14.23;57.78;25.88;7.67;24.41;33.16;15.38;81.97;
343 (s);10.15;3.84;71.45;519.28;521.46;3677.80;14.26;57.75;25.86;7.71;24.40;33.16;15.37;81.91;
353 (s);10.15;3.84;71.44;523.11;523.47;3677.78;14.29;57.77;25.84;7.74;24.42;33.18;15.38;81.95;
363 (s);10.15;3.84;71.43;519.89;524.11;3677.85;14.34;57.81;25.82;7.77;24.42;33.20;15.40;82.00;
373 (s);10.15;3.85;71.43;520.35;521.58;3677.76;14.41;57.77;25.78;7.81;24.42;33.22;15.39;81.85;
383 (s);10.15;3.85;71.44;523.02;523.14;3677.92;14.47;57.78;25.77;7.84;24.45;33.24;15.39;81.89;
393 (s);10.15;3.86;71.44;520.21;517.61;3677.94;14.51;57.79;25.76;7.89;24.46;33.26;15.40;82.00;
403 (s);10.15;3.86;71.45;520.64;520.14;3678.01;14.56;57.79;25.74;7.91;24.45;33.28;15.41;81.99;
413 (s);10.15;3.86;71.46;515.74;513.64;3678.24;14.60;57.79;25.73;7.91;24.42;33.31;15.40;81.87;
423 (s);10.14;3.87;71.43;524.03;523.55;3677.73;14.63;57.80;25.70;7.95;24.42;33.32;15.40;81.97;
433 (s);10.14;3.87;71.44;522.36;522.49;3678.07;14.65;57.80;25.70;7.97;24.43;33.32;15.39;82.07;
443 (s);10.14;3.87;71.43;523.32;517.27;3678.25;14.66;57.80;25.69;7.99;24.45;33.34;15.40;82.02;
