Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
30 (s);8.64;3.54;19.34;371.76;408.44;3094.20;10.98;51.29;23.73;5.34;21.25;29.83;11.97;63.99;
60 (s);8.70;3.54;20.31;373.26;412.46;3094.43;11.24;51.37;23.57;5.38;21.26;29.85;12.32;64.17;
90 (s);8.75;3.56;25.17;373.03;409.82;3094.15;11.50;51.39;24.10;5.52;21.29;29.96;12.57;64.38;
120 (s);8.80;3.58;28.10;372.04;408.14;3094.38;11.70;51.44;24.31;5.66;21.26;30.07;12.68;64.49;
150 (s);8.84;3.59;34.68;375.91;410.28;3094.38;11.90;51.54;24.66;5.81;21.25;30.08;12.77;64.60;
180 (s);8.88;3.61;39.05;371.46;408.70;3094.42;12.08;51.62;24.98;5.93;21.28;30.12;12.86;64.83;
211 (s);8.91;3.62;44.19;373.42;410.89;3094.48;12.29;51.69;25.11;6.03;21.30;30.23;12.95;64.86;
241 (s);8.93;3.64;46.84;371.70;409.09;3094.45;12.44;51.73;25.18;6.15;21.25;30.33;13.03;65.03;
271 (s);8.95;3.65;51.45;372.00;408.14;3094.71;12.57;51.75;25.20;6.23;21.29;30.33;13.08;64.98;
301 (s);8.95;3.66;53.40;371.47;410.32;3094.28;12.69;51.81;25.12;6.35;21.30;30.41;13.16;65.04;
331 (s);8.96;3.67;56.32;373.45;409.61;3094.42;12.80;51.89;24.97;6.45;21.29;30.41;13.19;65.08;
361 (s);8.96;3.69;58.54;374.50;409.50;3094.43;12.91;51.95;24.86;6.56;21.30;30.46;13.23;65.10;
392 (s);8.96;3.70;60.45;371.80;408.27;3094.70;12.99;52.00;24.71;6.66;21.30;30.47;13.24;65.21;
422 (s);8.96;3.71;61.94;375.40;410.73;3094.72;13.07;52.02;24.56;6.75;21.32;30.48;13.27;65.13;
452 (s);8.96;3.72;62.92;373.86;410.89;3094.48;13.13;52.07;24.43;6.84;21.33;30.53;13.30;65.21;
482 (s);8.95;3.73;64.12;375.34;411.11;3094.24;13.18;52.10;24.32;6.91;21.33;30.59;13.32;65.27;
512 (s);8.95;3.74;64.36;375.29;411.60;3094.59;13.26;52.11;24.25;6.98;21.36;30.62;13.33;65.21;
542 (s);8.94;3.75;64.35;375.31;411.47;3094.75;13.28;52.16;24.17;7.05;21.34;30.61;13.34;65.11;
572 (s);8.94;3.76;64.34;374.52;410.26;3094.55;13.30;52.19;24.11;7.10;21.34;30.65;13.35;65.23;
602 (s);8.94;3.77;64.36;373.88;411.07;3094.56;13.32;52.20;24.06;7.16;21.36;30.66;13.35;65.28;
632 (s);8.94;3.77;64.35;370.20;407.94;3094.46;13.34;52.22;24.03;7.19;21.37;30.71;13.33;65.20;
663 (s);8.93;3.77;64.36;372.66;407.28;3094.60;13.36;52.23;24.03;7.23;21.37;30.76;13.32;65.19;
693 (s);8.93;3.78;64.35;373.25;408.38;3094.67;13.45;52.23;24.08;7.26;21.38;30.75;13.34;65.17;
723 (s);8.92;3.78;63.41;373.27;411.25;3094.52;13.43;52.21;24.09;7.29;21.34;30.77;13.34;65.31;
753 (s);8.91;3.79;63.15;373.78;410.52;3094.57;13.38;52.26;24.12;7.34;21.36;30.77;13.34;65.09;
783 (s);8.91;3.79;63.15;373.51;409.56;3094.55;13.37;52.31;24.17;7.37;21.41;30.77;13.34;65.30;
813 (s);8.91;3.80;62.92;374.01;409.02;3094.56;13.38;52.30;24.22;7.40;21.38;30.81;13.35;65.29;
843 (s);8.91;3.80;62.42;370.55;406.41;3094.60;13.37;52.28;24.24;7.41;21.41;30.82;13.33;65.12;
874 (s);8.91;3.80;61.94;373.49;411.11;3094.71;13.36;52.29;24.28;7.42;21.41;30.83;13.32;65.28;
904 (s);8.92;3.80;59.27;372.84;412.75;3094.72;13.40;52.30;24.35;7.44;21.40;30.82;13.31;65.13;
934 (s);8.92;3.79;56.57;375.71;409.59;3094.66;13.49;52.21;24.34;7.39;21.41;30.83;13.30;65.17;
964 (s);8.92;3.79;56.08;373.47;412.10;3094.64;13.47;52.23;24.37;7.39;21.45;30.83;13.30;65.18;
