Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);8.36;3.28;49.75;312.99;317.88;3726.13;11.28;48.39;25.68;3.19;19.75;29.71;8.02;71.69;
20 (s);8.38;3.28;50.24;311.23;314.75;3725.86;11.22;48.53;25.79;3.17;19.74;29.80;7.95;71.83;
30 (s);8.39;3.28;51.67;312.09;316.91;3726.24;11.18;48.64;25.87;3.14;19.76;29.90;7.91;71.81;
40 (s);8.39;3.27;51.92;313.58;318.26;3726.06;11.14;48.74;25.91;3.12;19.75;29.99;7.85;72.06;
50 (s);8.40;3.27;52.40;312.09;318.61;3726.15;11.12;48.82;25.95;3.11;19.76;30.02;7.82;71.74;
61 (s);8.41;3.27;52.43;311.12;317.70;3726.25;11.09;48.90;26.00;3.09;19.76;30.07;7.78;72.18;
71 (s);8.42;3.27;52.89;310.31;317.32;3725.79;11.08;48.98;26.02;3.08;19.76;30.10;7.76;71.60;
81 (s);8.42;3.27;52.89;312.57;316.03;3726.21;11.06;49.07;26.05;3.06;19.75;30.14;7.72;71.85;
91 (s);8.43;3.27;52.66;311.60;315.46;3726.14;11.05;49.13;26.09;3.06;19.75;30.17;7.69;71.77;
101 (s);8.43;3.27;52.90;311.96;316.91;3726.52;11.04;49.20;26.12;3.05;19.75;30.20;7.67;72.10;
111 (s);8.44;3.26;52.89;310.15;319.79;3726.24;11.02;49.26;26.16;3.04;19.75;30.21;7.64;71.85;
121 (s);8.44;3.26;52.89;311.73;322.81;3726.22;11.00;49.31;26.20;3.03;19.76;30.24;7.61;72.02;
131 (s);8.45;3.26;53.14;310.88;322.88;3726.10;10.99;49.37;26.24;3.04;19.77;30.26;7.59;71.84;
142 (s);8.45;3.26;53.13;312.10;323.23;3726.30;10.98;49.42;26.26;3.03;19.79;30.27;7.57;72.44;
152 (s);8.45;3.26;53.13;312.78;321.85;3726.45;10.96;49.48;26.30;3.03;19.79;30.31;7.56;72.12;
162 (s);8.46;3.26;53.13;311.23;324.07;3726.01;10.95;49.52;26.33;3.04;19.78;30.32;7.55;71.92;
172 (s);8.46;3.27;53.14;311.03;322.95;3726.51;10.94;49.55;26.37;3.05;19.78;30.35;7.54;72.05;
182 (s);8.46;3.27;53.14;312.23;319.94;3726.85;10.93;49.60;26.41;3.06;19.78;30.38;7.52;72.65;
192 (s);8.47;3.27;53.13;310.67;320.27;3726.16;10.92;49.65;26.44;3.07;19.78;30.37;7.51;72.20;
202 (s);8.47;3.27;53.14;310.07;318.03;3726.46;10.91;49.68;26.48;3.06;19.78;30.40;7.51;72.01;
213 (s);8.47;3.27;53.13;313.28;319.85;3726.43;10.90;49.73;26.51;3.07;19.79;30.41;7.51;72.04;
223 (s);8.47;3.27;53.14;312.40;319.03;3726.58;10.89;49.78;26.54;3.09;19.80;30.45;7.51;72.08;
233 (s);8.48;3.27;53.13;313.10;321.40;3726.32;10.88;49.82;26.57;3.09;19.80;30.42;7.50;71.80;
243 (s);8.48;3.27;53.13;312.23;323.26;3726.41;10.86;49.87;26.60;3.10;19.81;30.47;7.49;72.28;
253 (s);8.48;3.27;53.14;310.56;318.47;3726.66;10.85;49.91;26.63;3.11;19.81;30.47;7.51;72.19;
