Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);11.78;4.14;61.19;254.44;334.48;3548.08;15.30;63.64;37.50;9.96;25.49;42.85;15.80;87.65;
10 (s);11.73;4.14;60.95;255.86;333.92;3547.94;15.29;63.61;37.52;9.94;25.48;42.44;15.81;87.43;
15 (s);11.68;4.13;61.45;256.37;328.56;3547.94;15.29;63.59;37.52;9.92;25.48;42.22;15.80;87.39;
20 (s);11.65;4.13;61.92;257.68;333.65;3547.98;15.30;63.59;37.57;9.92;25.49;42.10;15.79;87.30;
25 (s);11.61;4.14;62.91;254.65;331.99;3547.91;15.30;63.58;37.58;9.93;25.50;41.88;15.79;87.01;
30 (s);11.58;4.13;62.91;257.64;332.79;3547.70;15.30;63.63;37.61;9.91;25.51;41.77;15.77;87.03;
35 (s);11.56;4.13;62.90;255.05;333.63;3547.82;15.29;63.62;37.61;9.90;25.50;41.58;15.76;87.06;
40 (s);11.54;4.13;62.90;257.00;332.50;3547.82;15.28;63.61;37.62;9.91;25.50;41.52;15.74;87.15;
45 (s);11.53;4.13;63.10;256.77;330.34;3547.80;15.27;63.61;37.64;9.90;25.50;41.46;15.74;87.10;
50 (s);11.51;4.13;63.15;256.64;333.87;3547.57;15.26;63.60;37.65;9.90;25.50;41.41;15.73;87.09;
56 (s);11.49;4.13;63.15;255.61;333.83;3547.74;15.25;63.58;37.63;9.88;25.50;41.36;15.71;86.82;
61 (s);11.48;4.13;64.10;255.91;330.17;3547.61;15.24;63.56;37.60;9.88;25.50;41.30;15.70;86.82;
66 (s);11.47;4.13;64.12;255.50;332.77;3547.65;15.22;63.56;37.62;9.90;25.51;41.23;15.68;86.88;
71 (s);11.46;4.13;64.35;254.94;330.26;3547.88;15.22;63.56;37.60;9.88;25.53;41.17;15.67;86.89;
76 (s);11.46;4.13;64.35;253.34;330.00;3547.60;15.21;63.56;37.62;9.89;25.54;41.12;15.67;86.73;
81 (s);11.45;4.13;64.54;256.20;330.75;3547.73;15.20;63.56;37.59;9.88;25.54;41.11;15.67;86.61;
86 (s);11.44;4.13;64.57;254.08;333.88;3547.62;15.20;63.53;37.59;9.87;25.54;41.07;15.67;86.65;
91 (s);11.44;4.13;64.58;253.75;330.25;3547.62;15.19;63.52;37.56;9.89;25.54;41.04;15.67;86.65;
96 (s);11.44;4.13;64.59;255.31;331.55;3547.44;15.19;63.49;37.52;9.86;25.54;41.00;15.68;86.80;
101 (s);11.43;4.13;64.59;252.82;330.37;3547.61;15.18;63.48;37.49;9.90;25.55;41.00;15.66;86.73;
106 (s);11.43;4.13;64.59;253.64;332.17;3547.49;15.18;63.46;37.47;9.92;25.55;41.03;15.65;86.53;
111 (s);11.42;4.13;64.59;253.53;332.15;3547.72;15.18;63.46;37.44;9.87;25.55;41.01;15.66;86.73;
116 (s);11.41;4.13;64.34;252.59;332.50;3547.58;15.18;63.48;37.40;9.91;25.55;41.01;15.66;86.71;
122 (s);11.41;4.13;64.35;253.27;329.14;3547.80;15.18;63.47;37.35;9.88;25.54;40.95;15.67;86.52;
127 (s);11.40;4.13;64.34;253.67;332.81;3547.53;15.19;63.45;37.35;9.89;25.54;40.94;15.66;86.72;
132 (s);11.40;4.13;64.35;252.98;333.91;3547.68;15.19;63.43;37.34;9.87;25.53;40.94;15.65;86.63;
137 (s);11.39;4.13;64.34;253.52;329.66;3547.60;15.19;63.44;37.30;9.86;25.52;40.89;15.65;86.51;
142 (s);11.39;4.12;64.34;253.95;331.36;3547.53;15.17;63.44;37.25;9.85;25.52;40.84;15.65;86.73;
147 (s);11.39;4.13;64.34;255.09;328.87;3547.81;15.16;63.43;37.20;9.87;25.52;40.83;15.65;86.55;
152 (s);11.39;4.12;64.34;255.37;334.36;3547.51;15.16;63.44;37.13;9.85;25.51;40.79;15.64;86.55;
157 (s);11.38;4.13;64.34;254.94;332.92;3547.54;15.16;63.42;37.11;9.86;25.51;40.81;15.63;86.57;
162 (s);11.37;4.12;64.34;253.67;330.32;3547.41;15.16;63.40;37.08;9.84;25.52;40.83;15.62;86.55;
167 (s);11.37;4.12;64.34;255.07;330.15;3547.67;15.15;63.40;37.05;9.85;25.53;40.77;15.63;86.57;
172 (s);11.36;4.12;64.34;254.18;331.74;3547.40;15.15;63.41;37.00;9.83;25.54;40.76;15.63;86.30;
178 (s);11.36;4.12;64.11;254.42;334.11;3547.56;15.15;63.41;36.97;9.85;25.53;40.72;15.63;86.57;
183 (s);11.36;4.12;64.10;255.58;333.46;3547.47;15.14;63.42;36.94;9.82;25.54;40.71;15.63;86.44;
188 (s);11.35;4.12;64.11;257.40;329.84;3547.58;15.13;63.41;36.90;9.83;25.55;40.72;15.64;86.38;
193 (s);11.35;4.12;64.11;252.29;329.97;3547.55;15.13;63.37;36.86;9.83;25.56;40.66;15.65;86.63;
198 (s);11.35;4.12;64.11;253.86;333.59;3547.34;15.12;63.38;36.81;9.81;25.57;40.63;15.65;86.54;
203 (s);11.35;4.12;64.35;252.90;332.26;3547.54;15.12;63.37;36.80;9.82;25.59;40.68;15.65;86.53;
208 (s);11.34;4.12;64.34;253.09;331.20;3547.53;15.12;63.37;36.77;9.83;25.62;40.71;15.65;86.30;
213 (s);11.34;4.12;64.34;253.43;330.21;3547.53;15.13;63.37;36.74;9.83;25.63;40.72;15.63;86.34;
218 (s);11.33;4.12;64.33;255.22;331.71;3547.36;15.14;63.35;36.74;9.81;25.63;40.71;15.63;86.23;
224 (s);11.34;4.12;64.34;253.56;334.65;3547.39;15.15;63.33;36.68;9.81;25.63;40.63;15.63;86.22;
229 (s);11.33;4.12;64.58;253.15;329.47;3547.41;15.15;63.32;36.67;9.81;25.63;40.66;15.64;86.39;
234 (s);11.33;4.12;65.32;253.13;328.98;3547.45;15.16;63.30;36.66;9.83;25.62;40.67;15.64;86.56;
239 (s);11.33;4.12;65.32;254.50;332.73;3547.68;15.16;63.30;36.63;9.84;25.61;40.67;15.64;86.63;
