Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
5 (s);10.82;3.73;78.71;161.18;333.77;3538.25;13.23;56.50;29.06;6.89;21.12;39.56;12.52;80.01;
10 (s);10.81;3.73;78.70;159.97;336.23;3538.39;13.22;56.53;29.05;6.91;21.12;39.60;12.51;79.35;
15 (s);10.81;3.73;78.70;161.39;334.53;3538.37;13.22;56.56;29.02;6.92;21.13;39.60;12.50;79.80;
20 (s);10.81;3.74;78.72;160.07;333.86;3538.51;13.21;56.60;28.99;6.92;21.14;39.61;12.49;79.65;
25 (s);10.81;3.74;78.71;159.74;334.65;3538.31;13.21;56.61;28.97;6.94;21.14;39.64;12.47;79.56;
30 (s);10.80;3.74;78.69;159.33;333.60;3538.44;13.21;56.63;28.95;6.94;21.15;39.64;12.47;79.81;
35 (s);10.80;3.74;78.70;158.88;333.43;3538.39;13.21;56.66;28.92;6.95;21.16;39.65;12.47;79.27;
40 (s);10.80;3.74;78.70;159.63;334.09;3538.30;13.22;56.68;28.90;6.95;21.15;39.65;12.45;79.35;
46 (s);10.80;3.74;78.69;160.71;334.80;3538.45;13.22;56.69;28.90;6.95;21.14;39.65;12.45;79.79;
51 (s);10.80;3.74;78.87;159.70;333.75;3538.32;13.22;56.72;28.87;6.96;21.15;39.62;12.45;79.44;
56 (s);10.79;3.74;78.70;160.78;336.04;3538.56;13.23;56.74;28.89;6.97;21.14;39.64;12.45;79.67;
61 (s);10.79;3.74;78.22;160.68;337.02;3538.56;13.25;56.78;28.86;6.98;21.13;39.69;12.45;79.50;
66 (s);10.78;3.74;77.52;160.03;336.47;3538.36;13.26;56.79;28.85;6.98;21.13;39.66;12.44;79.34;
71 (s);10.78;3.74;76.54;160.02;334.30;3538.53;13.26;56.79;28.85;6.97;21.14;39.58;12.44;79.92;
76 (s);10.78;3.74;75.55;160.17;334.54;3538.39;13.27;56.80;28.84;6.98;21.16;39.61;12.44;79.50;
81 (s);10.78;3.74;74.82;159.20;334.15;3538.28;13.27;56.78;28.83;6.96;21.15;39.59;12.43;79.20;
86 (s);10.77;3.74;74.08;159.34;333.96;3538.40;13.28;56.79;28.83;6.96;21.16;39.61;12.42;79.86;
91 (s);10.77;3.74;73.60;159.57;334.72;3538.25;13.28;56.78;28.80;6.98;21.17;39.64;12.41;79.79;
96 (s);10.76;3.74;72.88;159.91;332.80;3538.44;13.28;56.80;28.80;6.97;21.16;39.66;12.40;79.38;
101 (s);10.76;3.74;72.64;160.74;334.96;3538.75;13.28;56.82;28.81;6.95;21.17;39.64;12.39;79.52;
106 (s);10.76;3.74;72.14;159.50;334.37;3538.47;13.28;56.81;28.82;6.96;21.16;39.62;12.38;79.79;
111 (s);10.76;3.74;71.91;159.66;332.34;3538.61;13.27;56.82;28.81;6.94;21.16;39.61;12.37;79.84;
116 (s);10.75;3.74;71.17;159.15;336.40;3538.34;13.27;56.80;28.83;6.95;21.17;39.65;12.35;79.34;
121 (s);10.75;3.74;70.44;159.47;335.11;3538.29;13.27;56.80;28.84;6.93;21.16;39.62;12.34;79.28;
127 (s);10.75;3.74;69.88;159.73;334.99;3538.45;13.27;56.82;28.85;6.94;21.14;39.59;12.32;79.52;
132 (s);10.75;3.74;69.21;158.68;331.40;3538.48;13.26;56.82;28.85;6.95;21.14;39.60;12.30;79.75;
137 (s);10.75;3.74;68.74;159.51;334.36;3538.52;13.26;56.84;28.85;6.95;21.16;39.60;12.28;79.82;
142 (s);10.75;3.74;68.74;158.49;335.53;3538.40;13.25;56.84;28.88;6.93;21.17;39.58;12.27;79.56;
147 (s);10.74;3.74;68.74;158.87;334.99;3538.50;13.24;56.86;28.89;6.94;21.17;39.61;12.26;79.25;
152 (s);10.74;3.73;68.53;160.08;336.57;3538.17;13.24;56.86;28.92;6.92;21.17;39.59;12.26;79.24;
157 (s);10.74;3.74;68.25;158.14;332.21;3538.40;13.24;56.86;28.94;6.93;21.17;39.60;12.25;79.21;
162 (s);10.73;3.74;68.02;158.56;333.81;3538.26;13.23;56.85;28.95;6.94;21.18;39.62;12.24;79.42;
167 (s);10.73;3.74;67.78;159.72;333.01;3538.50;13.23;56.88;28.98;6.94;21.19;39.59;12.23;79.50;
172 (s);10.73;3.74;67.04;158.24;332.88;3538.55;13.22;56.91;29.00;6.93;21.18;39.61;12.23;79.67;
177 (s);10.73;3.74;67.04;158.79;335.01;3538.49;13.22;56.91;29.02;6.93;21.17;39.61;12.22;79.69;
182 (s);10.73;3.74;67.04;158.11;330.86;3538.44;13.22;56.94;29.04;6.93;21.18;39.58;12.22;79.60;
187 (s);10.72;3.74;66.81;158.94;334.11;3538.56;13.21;56.94;29.07;6.94;21.19;39.59;12.21;79.82;
192 (s);10.72;3.74;66.31;158.93;335.83;3538.59;13.21;56.97;29.09;6.94;21.18;39.58;12.20;79.65;
197 (s);10.72;3.74;66.30;159.44;333.28;3538.52;13.20;56.98;29.13;6.93;21.18;39.58;12.19;79.51;
202 (s);10.71;3.74;66.31;158.87;331.15;3538.44;13.19;56.99;29.18;6.93;21.18;39.59;12.18;79.70;
208 (s);10.71;3.74;66.30;158.37;337.36;3538.56;13.19;57.00;29.23;6.94;21.19;39.57;12.18;79.67;
213 (s);10.71;3.74;66.31;158.64;334.69;3538.52;13.18;57.02;29.27;6.96;21.18;39.56;12.17;79.68;
218 (s);10.71;3.74;66.31;159.22;335.45;3538.31;13.16;57.03;29.31;6.95;21.17;39.55;12.17;79.62;
223 (s);10.71;3.74;66.30;159.23;336.45;3538.70;13.16;57.04;29.36;6.95;21.19;39.53;12.16;79.62;
228 (s);10.70;3.74;66.06;159.07;335.83;3538.68;13.16;57.06;29.40;6.96;21.20;39.52;12.16;79.72;
233 (s);10.70;3.74;65.09;159.27;336.53;3538.14;13.16;57.08;29.42;6.96;21.18;39.56;12.17;79.70;
238 (s);10.70;3.74;64.60;159.05;335.90;3538.54;13.16;57.09;29.44;6.95;21.18;39.53;12.17;79.73;
243 (s);10.70;3.74;64.12;158.55;332.74;3538.38;13.16;57.11;29.49;6.95;21.20;39.49;12.16;79.52;
248 (s);10.70;3.74;63.64;158.90;333.51;3538.61;13.16;57.12;29.52;6.94;21.21;39.48;12.16;79.56;
253 (s);10.70;3.74;63.66;158.71;334.15;3538.57;13.15;57.10;29.57;6.97;21.21;39.49;12.15;79.70;
258 (s);10.70;3.74;63.40;159.02;334.56;3538.35;13.15;57.11;29.59;6.96;21.21;39.47;12.15;79.38;
263 (s);10.70;3.74;63.17;159.32;335.67;3538.51;13.14;57.13;29.64;6.97;21.20;39.46;12.14;79.35;
268 (s);10.70;3.74;63.17;158.77;336.90;3538.60;13.14;57.15;29.72;6.98;21.19;39.49;12.14;79.17;
273 (s);10.70;3.74;62.92;159.92;337.05;3538.37;13.13;57.18;29.75;6.98;21.19;39.48;12.14;79.04;
278 (s);10.69;3.74;62.92;159.25;336.37;3538.48;13.12;57.21;29.80;6.98;21.19;39.47;12.14;79.12;
283 (s);10.69;3.74;62.91;159.09;334.77;3538.88;13.11;57.22;29.85;6.99;21.19;39.48;12.13;79.20;
289 (s);10.69;3.74;62.92;158.95;335.73;3538.64;13.09;57.22;29.93;6.99;21.20;39.46;12.13;79.26;
294 (s);10.69;3.74;62.91;157.25;334.95;3538.47;13.08;57.21;29.97;6.98;21.21;39.46;12.13;79.42;
299 (s);10.69;3.74;63.14;159.40;335.33;3538.57;13.07;57.25;30.02;6.99;21.21;39.44;12.12;79.51;
304 (s);10.69;3.75;63.15;158.93;335.64;3538.69;13.05;57.29;30.08;7.00;21.19;39.47;12.12;79.75;
309 (s);10.69;3.75;63.17;159.50;336.52;3538.52;13.04;57.32;30.14;7.01;21.18;39.47;12.11;79.58;
