Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);11.75;4.57;67.27;303.40;437.72;3140.14;18.89;60.69;33.73;12.96;29.06;41.33;19.95;78.35;
20 (s);11.75;4.57;67.78;306.00;436.22;3140.17;18.87;60.72;33.77;12.96;29.07;41.39;19.94;78.18;
30 (s);11.76;4.57;67.79;305.36;435.90;3139.79;18.85;60.75;33.80;12.95;29.07;41.35;19.92;78.32;
40 (s);11.76;4.57;68.27;304.81;436.30;3140.30;18.83;60.77;33.83;12.95;29.06;41.35;19.92;78.35;
50 (s);11.76;4.58;68.27;304.57;437.34;3139.97;18.83;60.80;33.85;12.98;29.06;41.36;19.93;78.49;
60 (s);11.76;4.57;68.50;302.92;438.73;3140.06;18.85;60.79;33.88;12.98;29.06;41.41;19.93;78.60;
71 (s);11.77;4.58;68.51;302.96;435.96;3139.84;18.85;60.78;33.93;12.98;29.07;41.42;19.93;78.52;
81 (s);11.77;4.58;68.49;303.80;435.88;3139.94;18.84;60.81;33.96;12.98;29.08;41.42;19.92;78.67;
91 (s);11.77;4.58;68.50;305.69;435.45;3139.77;18.81;60.83;34.00;12.98;29.08;41.44;19.92;78.48;
101 (s);11.77;4.58;68.50;304.38;437.74;3139.64;18.78;60.87;34.00;12.98;29.08;41.42;19.91;78.44;
111 (s);11.77;4.58;68.52;307.56;436.47;3139.82;18.77;60.88;34.04;12.99;29.09;41.50;19.90;78.61;
121 (s);11.77;4.58;68.50;305.63;436.45;3139.68;18.77;60.89;34.08;13.00;29.09;41.45;19.90;78.63;
131 (s);11.78;4.58;68.50;306.18;436.79;3139.93;18.77;60.91;34.11;12.99;29.08;41.45;19.89;78.76;
141 (s);11.78;4.58;68.50;304.85;435.57;3139.70;18.76;60.91;34.13;13.00;29.08;41.45;19.89;78.67;
152 (s);11.78;4.58;68.27;304.66;432.83;3139.80;18.74;60.94;34.16;13.01;29.11;41.53;19.88;78.36;
