Time (s);HP (abs.bar);LP (abs.bar);Q1 (ml/mn);Q2 (ml/mn);Q3 (ml/mn);N (rpm);T1 (°C);T2 (°C);T3 (°C);T4 (°C);T5 (°C);T6 (°C);T7 (°C);P (Watt);
10 (s);12.25;4.49;59.02;243.59;361.68;2965.61;18.08;62.30;38.52;12.38;27.85;43.99;18.46;75.83;
20 (s);12.19;4.48;59.03;242.99;363.62;2965.45;18.06;62.28;38.46;12.36;27.87;43.66;18.44;75.74;
30 (s);12.14;4.48;59.03;243.61;361.25;2965.44;18.05;62.27;38.47;12.35;27.90;43.49;18.42;75.62;
40 (s);12.11;4.48;58.77;241.43;359.49;2965.41;18.03;62.24;38.46;12.34;27.90;43.30;18.41;75.55;
51 (s);12.09;4.48;58.77;244.78;361.47;2965.54;18.02;62.23;38.48;12.32;27.90;43.21;18.40;75.58;
61 (s);12.06;4.47;58.79;247.47;361.13;2965.53;18.02;62.20;38.43;12.29;27.91;43.09;18.40;75.49;
71 (s);12.04;4.47;59.48;244.41;359.31;2965.57;18.02;62.17;38.41;12.30;27.93;43.05;18.40;75.35;
81 (s);12.02;4.48;59.96;243.03;358.97;2965.51;18.02;62.16;38.42;12.34;27.92;43.02;18.40;75.33;
91 (s);12.00;4.47;59.77;245.08;359.84;2965.33;18.02;62.13;38.36;12.30;27.90;42.89;18.41;75.35;
101 (s);11.99;4.47;59.95;243.05;360.78;2965.25;18.00;62.12;38.32;12.29;27.90;42.81;18.41;75.36;
111 (s);11.98;4.47;59.97;243.84;362.71;2965.53;17.98;62.10;38.25;12.30;27.91;42.75;18.39;75.15;
122 (s);11.96;4.47;59.96;244.33;359.30;2965.55;17.98;62.09;38.13;12.28;27.92;42.74;18.39;75.21;
132 (s);11.95;4.47;60.20;247.30;361.97;2965.33;17.97;62.06;38.11;12.26;27.91;42.69;18.39;75.16;
142 (s);11.93;4.47;60.44;246.59;361.27;2965.31;17.97;62.03;38.03;12.26;27.90;42.64;18.40;75.15;
